"band_id","age","sex","2005","2006","2007","2008","2009","2010","2011","NA","cap"
100888367,1,5,1,0,0,1,0,0,0,0,"1001000"
100888368,1,4,1,0,0,0,0,0,0,0,"1000000"
100888369,1,5,1,0,0,0,0,0,0,0,"1000000"
100888370,1,5,1,0,0,0,0,0,0,0,"1000000"
100888371,1,5,1,0,1,0,0,0,0,0,"1010000"
100888372,1,4,1,0,0,0,0,0,0,0,"1000000"
100888373,1,4,1,0,0,0,0,0,0,0,"1000000"
100888374,1,4,1,0,0,0,0,0,0,0,"1000000"
100888375,1,4,1,0,0,1,0,0,0,0,"1001000"
100888376,1,5,1,0,0,0,0,0,0,0,"1000000"
100888377,1,5,1,0,0,0,0,0,0,0,"1000000"
100888378,1,5,1,0,1,0,0,0,0,0,"1010000"
100888379,1,5,1,0,0,0,0,0,0,0,"1000000"
100888380,1,5,1,0,0,0,0,0,0,0,"1000000"
100888381,1,5,1,0,0,0,0,0,0,0,"1000000"
100888382,1,5,1,0,0,0,0,0,0,0,"1000000"
100888383,1,4,1,0,0,0,0,0,0,0,"1000000"
100888384,1,4,1,0,0,0,0,0,0,0,"1000000"
100888385,1,4,1,0,0,0,0,0,0,0,"1000000"
100888386,1,5,1,0,0,0,0,0,0,0,"1000000"
100888387,1,5,1,0,0,0,0,0,0,0,"1000000"
100888388,1,5,1,0,0,0,0,0,0,0,"1000000"
100888389,1,4,1,1,0,0,0,0,0,0,"1100000"
100888390,1,4,1,0,0,0,0,0,0,0,"1000000"
100888391,1,4,1,0,0,0,0,0,0,0,"1000000"
100888392,1,5,1,0,0,0,0,0,0,0,"1000000"
100888393,1,4,1,0,0,0,0,0,0,0,"1000000"
100888394,1,5,1,0,0,0,0,0,0,0,"1000000"
100888395,1,4,1,0,0,0,0,0,0,0,"1000000"
100888396,1,5,1,0,0,0,0,0,0,0,"1000000"
100888397,1,5,1,0,0,0,0,0,0,0,"1000000"
100888398,1,4,1,0,0,0,0,0,0,0,"1000000"
100888399,1,5,1,0,0,0,0,0,0,0,"1000000"
100888400,1,4,1,0,0,0,0,0,0,0,"1000000"
100888401,1,5,1,0,0,0,0,0,0,0,"1000000"
100888402,1,4,1,0,0,0,0,0,0,0,"1000000"
100888403,1,4,1,0,0,0,0,0,0,0,"1000000"
100888404,1,5,1,0,0,0,0,0,0,0,"1000000"
100888405,1,4,1,0,1,0,0,0,0,0,"1010000"
100888406,1,5,1,0,0,0,0,0,0,0,"1000000"
100888407,1,5,1,0,0,0,0,0,0,0,"1000000"
100888408,1,4,1,0,0,0,0,0,0,0,"1000000"
100888409,1,5,1,0,0,1,0,0,0,0,"1001000"
100888410,1,5,1,0,0,0,0,0,0,0,"1000000"
100888411,1,5,1,1,0,0,0,0,0,0,"1100000"
100888412,1,4,1,0,0,0,0,0,0,0,"1000000"
100888413,1,5,1,0,0,0,0,0,0,0,"1000000"
100888414,1,4,1,0,0,0,0,0,0,0,"1000000"
100888415,1,5,1,0,0,0,0,0,0,0,"1000000"
100888416,1,4,1,0,0,0,0,0,0,0,"1000000"
100888417,1,4,1,0,0,0,0,0,0,0,"1000000"
100888418,1,5,1,0,0,0,0,0,0,0,"1000000"
100888419,1,4,1,0,0,0,0,0,0,0,"1000000"
100888420,1,4,1,0,0,0,0,0,0,0,"1000000"
100888421,1,4,1,0,0,0,0,0,0,0,"1000000"
100888422,1,4,1,0,0,0,0,0,0,0,"1000000"
100888423,1,5,1,0,0,1,0,0,0,0,"1001000"
100888424,1,4,1,0,0,0,0,0,0,0,"1000000"
100888425,1,5,1,1,0,0,0,0,0,0,"1100000"
100888426,1,4,1,0,1,0,0,0,0,0,"1010000"
100888427,1,5,1,0,0,0,0,0,0,0,"1000000"
100888428,1,4,1,0,0,0,0,0,0,0,"1000000"
100888429,1,4,1,1,0,0,0,0,0,0,"1100000"
100888430,1,4,1,0,0,0,0,0,0,0,"1000000"
100888431,1,4,1,0,0,0,1,0,0,0,"1000100"
100888432,1,5,1,0,0,0,0,0,0,0,"1000000"
100888433,1,4,1,1,0,0,0,0,0,0,"1100000"
100888434,1,4,1,0,0,0,0,0,0,0,"1000000"
100888435,1,4,1,0,0,0,0,0,0,0,"1000000"
100888436,1,5,1,0,0,0,0,0,0,0,"1000000"
100888437,1,5,1,0,0,0,0,0,0,0,"1000000"
100888438,1,5,1,0,0,0,0,0,0,0,"1000000"
100888439,1,4,1,0,0,0,0,0,0,0,"1000000"
100888440,1,5,1,0,0,0,0,0,0,0,"1000000"
100888441,1,5,1,0,0,0,0,0,0,0,"1000000"
100888442,1,4,1,0,0,0,0,0,0,0,"1000000"
100888443,1,5,1,0,0,0,0,0,0,0,"1000000"
100888444,1,5,1,0,0,0,0,0,0,0,"1000000"
100888445,2,5,1,0,0,0,0,0,0,0,"1000000"
100888446,1,5,1,0,0,0,0,0,0,0,"1000000"
100888447,1,5,1,0,0,0,0,0,0,0,"1000000"
100888448,2,4,1,1,0,0,0,0,0,0,"1100000"
100888449,2,5,1,0,0,0,0,0,0,0,"1000000"
100888450,2,4,1,0,1,0,0,0,0,0,"1010000"
100888451,1,4,1,0,0,0,1,0,0,0,"1000100"
100888452,1,5,1,0,0,0,0,0,0,0,"1000000"
100888453,1,5,1,0,1,0,0,0,0,0,"1010000"
100888454,1,5,1,0,0,0,0,0,1,0,"1000001"
100888455,1,5,1,0,0,0,0,0,0,0,"1000000"
100888456,1,4,1,0,0,0,0,0,0,0,"1000000"
100888457,1,5,1,0,0,0,0,0,0,0,"1000000"
100888458,1,4,1,0,0,0,0,0,0,0,"1000000"
100888459,1,4,1,1,0,0,0,0,0,0,"1100000"
100888460,1,5,1,0,0,0,0,0,0,0,"1000000"
100888461,1,5,1,0,0,0,0,0,0,0,"1000000"
100888462,1,5,1,0,0,0,0,0,1,0,"1000001"
100888463,1,4,1,1,0,0,0,0,0,0,"1100000"
100888464,1,5,1,0,0,0,0,0,0,0,"1000000"
100888465,1,5,1,0,0,0,0,0,0,0,"1000000"
100888466,1,4,1,0,0,0,0,0,0,0,"1000000"
100888467,1,4,1,0,0,1,0,0,0,0,"1001000"
100888468,1,4,1,0,0,0,0,0,0,0,"1000000"
100888469,1,5,1,0,0,0,0,0,0,0,"1000000"
100888470,1,4,1,0,0,0,0,0,0,0,"1000000"
100888471,1,5,1,0,0,0,0,0,0,0,"1000000"
100888472,1,4,1,0,0,0,0,0,0,0,"1000000"
100888473,1,4,1,0,0,0,0,0,0,0,"1000000"
100888474,1,5,1,0,1,0,0,0,0,0,"1010000"
100888475,1,4,1,0,0,0,0,0,0,0,"1000000"
100888476,1,4,1,0,0,0,0,0,0,0,"1000000"
100888477,1,4,1,0,0,0,0,0,0,0,"1000000"
100888478,1,4,1,0,0,0,0,0,0,0,"1000000"
100888479,1,5,1,0,0,0,0,0,0,0,"1000000"
100888480,1,5,1,0,0,0,0,0,0,0,"1000000"
100888481,1,4,1,0,0,0,0,0,0,0,"1000000"
100888482,1,5,1,0,0,0,0,0,0,0,"1000000"
100888483,1,5,1,0,0,0,0,0,0,0,"1000000"
100888484,1,5,1,0,0,0,0,0,0,0,"1000000"
100888485,1,5,1,0,0,0,0,0,0,0,"1000000"
100888486,1,4,1,0,0,0,0,0,0,0,"1000000"
100888487,1,4,1,0,0,0,0,0,0,0,"1000000"
100888488,1,4,1,0,0,0,0,0,0,0,"1000000"
100888489,1,4,1,0,0,0,0,0,0,0,"1000000"
100888490,1,5,1,0,0,0,0,0,0,0,"1000000"
100888491,1,4,1,0,0,0,0,0,0,0,"1000000"
100888492,1,5,1,0,1,0,0,0,0,0,"1010000"
100888493,1,5,1,1,0,0,0,0,0,0,"1100000"
100888494,1,4,1,0,0,0,0,0,0,0,"1000000"
100888495,1,5,1,0,0,0,0,0,0,0,"1000000"
100888496,1,5,1,0,0,0,0,0,0,0,"1000000"
100888497,1,4,1,0,0,0,0,0,0,0,"1000000"
100888498,1,5,1,0,0,0,0,0,0,0,"1000000"
100888499,1,4,1,0,1,0,0,0,0,0,"1010000"
100888500,1,5,1,0,0,0,0,0,0,0,"1000000"
100888501,1,4,1,0,0,0,0,0,0,0,"1000000"
100888502,1,4,1,0,0,0,0,0,0,0,"1000000"
100888503,1,4,1,0,0,0,0,0,0,0,"1000000"
100888504,2,5,1,0,0,0,0,0,0,0,"1000000"
100888505,2,5,1,0,0,0,0,1,0,0,"1000010"
100888506,2,4,1,0,0,0,0,0,0,0,"1000000"
100888507,2,5,1,0,0,0,0,0,0,0,"1000000"
100888508,2,4,1,0,0,1,0,0,0,0,"1001000"
100888509,2,5,1,0,0,0,0,0,0,0,"1000000"
100888510,2,4,1,0,0,0,1,0,0,0,"1000100"
100888511,2,5,1,0,0,0,0,0,0,0,"1000000"
100888512,2,5,1,0,0,0,0,0,0,0,"1000000"
100888513,2,4,1,0,0,0,1,0,0,0,"1000100"
100888514,2,4,1,0,1,0,0,0,0,0,"1010000"
100888515,2,5,1,0,0,0,0,0,0,0,"1000000"
100888516,2,4,1,0,0,0,0,0,0,0,"1000000"
100888517,2,4,1,0,0,0,0,0,0,0,"1000000"
100888518,2,5,1,0,0,0,0,0,0,0,"1000000"
100888519,2,5,1,0,0,1,0,0,0,0,"1001000"
100888520,2,5,1,0,0,0,0,0,0,0,"1000000"
100888521,2,5,1,0,0,0,0,0,0,0,"1000000"
100888522,2,5,1,0,0,0,0,0,0,0,"1000000"
100888523,2,4,1,0,0,0,0,0,0,0,"1000000"
100888524,2,5,1,0,0,1,0,0,0,0,"1001000"
100888525,2,5,1,0,0,0,0,0,0,0,"1000000"
100888526,2,4,1,0,0,0,0,0,0,0,"1000000"
100888527,2,5,1,1,0,0,0,0,0,0,"1100000"
100888528,2,4,1,0,0,0,0,0,0,0,"1000000"
100888529,2,5,1,0,0,0,0,0,0,0,"1000000"
100888530,2,4,1,0,0,0,0,0,0,0,"1000000"
100888531,2,4,1,0,0,0,0,0,0,0,"1000000"
100888532,2,5,1,0,0,0,0,0,0,0,"1000000"
100888533,2,4,1,0,0,0,0,0,0,0,"1000000"
100888534,1,4,1,0,0,0,0,0,1,0,"1000001"
100888535,1,4,1,0,0,0,0,0,0,0,"1000000"
100888536,2,4,1,0,0,0,0,0,0,0,"1000000"
100888537,1,5,1,0,0,0,0,0,0,0,"1000000"
100888538,1,5,1,0,0,0,0,1,0,0,"1000010"
100888539,1,4,1,0,0,0,0,0,0,0,"1000000"
100888540,1,5,1,0,0,0,0,0,0,0,"1000000"
100888541,1,4,1,0,0,0,0,0,0,0,"1000000"
100888542,1,4,1,0,0,0,0,0,0,0,"1000000"
100888543,1,4,1,0,0,0,0,0,0,0,"1000000"
100888544,1,4,1,0,0,0,0,0,0,0,"1000000"
100888545,1,5,1,0,0,0,0,0,0,0,"1000000"
100888546,1,4,1,0,0,0,0,0,0,0,"1000000"
100888547,1,5,1,0,0,0,1,0,0,0,"1000100"
100888548,1,4,1,0,0,0,0,0,0,0,"1000000"
100888549,1,5,1,0,0,0,0,0,0,0,"1000000"
100888550,1,4,1,0,0,0,0,0,0,0,"1000000"
100888551,2,5,1,0,0,0,0,0,0,0,"1000000"
100888552,2,5,1,0,0,0,0,0,0,0,"1000000"
100888553,2,4,1,0,1,0,0,0,0,0,"1010000"
100888554,2,4,1,0,0,0,0,0,0,0,"1000000"
100888555,2,5,1,0,0,0,0,0,0,0,"1000000"
100888556,2,5,1,0,0,0,0,0,0,0,"1000000"
100888557,2,5,1,0,0,0,0,0,0,0,"1000000"
100888558,2,5,1,0,1,0,0,0,0,0,"1010000"
100888559,2,5,1,0,0,0,0,0,0,0,"1000000"
100888560,1,4,1,0,1,0,0,0,0,0,"1010000"
100888561,1,5,1,0,0,0,0,0,0,0,"1000000"
100888562,1,4,1,0,0,0,0,0,0,0,"1000000"
100888563,1,4,1,0,0,0,0,0,0,0,"1000000"
100888564,1,4,1,0,0,0,0,0,0,0,"1000000"
100888565,1,5,1,0,0,0,0,0,0,0,"1000000"
100888566,1,4,1,0,0,0,0,0,0,0,"1000000"
100888567,1,5,1,0,0,0,0,0,0,0,"1000000"
100888568,1,5,1,0,0,0,0,0,0,0,"1000000"
100888569,1,5,1,0,0,0,0,0,0,0,"1000000"
100888570,1,5,1,0,0,0,0,0,0,0,"1000000"
100888571,1,4,1,0,0,0,0,0,0,0,"1000000"
100888572,1,4,1,0,0,0,0,0,0,0,"1000000"
100888573,1,4,1,0,0,0,0,0,1,0,"1000001"
100888574,1,5,1,0,0,0,0,0,0,0,"1000000"
100888575,1,4,1,0,0,0,0,0,0,0,"1000000"
100888576,1,5,1,0,0,0,0,0,0,0,"1000000"
100888577,1,5,1,0,0,0,0,0,0,0,"1000000"
100888578,1,5,1,0,0,0,0,0,0,0,"1000000"
100888579,1,5,1,0,0,0,0,0,0,0,"1000000"
100888580,1,5,1,0,0,0,0,0,0,0,"1000000"
100888581,1,4,1,0,0,0,0,0,0,0,"1000000"
100888582,1,5,1,0,0,0,0,0,0,0,"1000000"
100888583,1,4,1,0,0,0,0,0,0,0,"1000000"
100888584,1,5,1,0,0,0,0,0,0,0,"1000000"
100888585,1,4,1,0,0,0,0,0,0,0,"1000000"
100888586,1,5,1,0,0,0,0,0,0,0,"1000000"
100888587,1,4,1,0,0,0,0,0,0,0,"1000000"
100888588,1,4,1,0,1,0,0,0,0,0,"1010000"
100888589,1,4,1,0,0,0,0,0,0,0,"1000000"
100888590,1,5,1,0,0,0,0,0,0,0,"1000000"
100888591,1,5,1,0,0,0,0,0,0,0,"1000000"
100888592,1,4,1,0,0,0,0,0,0,0,"1000000"
100888593,1,4,1,0,0,0,0,0,0,0,"1000000"
100888594,1,5,1,0,0,0,0,0,0,0,"1000000"
100888595,1,4,1,0,0,0,0,0,0,0,"1000000"
100888596,1,5,1,0,0,0,0,0,0,0,"1000000"
100888597,1,4,1,0,0,0,0,1,0,0,"1000010"
100888598,1,4,1,1,0,0,0,0,0,0,"1100000"
100888599,1,5,1,0,0,0,0,0,0,0,"1000000"
100888600,1,5,1,0,0,0,0,0,0,0,"1000000"
100888601,1,5,1,0,0,0,0,0,0,0,"1000000"
100888602,1,4,1,0,0,1,0,0,0,0,"1001000"
100888603,1,4,1,0,0,0,0,0,0,0,"1000000"
100888604,1,5,1,0,0,0,0,0,0,0,"1000000"
100888605,1,5,1,0,0,0,0,0,0,0,"1000000"
100888606,1,4,1,0,0,0,0,0,0,0,"1000000"
100888607,1,5,1,0,0,0,0,0,0,0,"1000000"
100888608,1,4,1,0,0,0,0,0,0,0,"1000000"
100888609,1,4,1,0,0,0,0,0,0,0,"1000000"
100888610,1,5,1,0,0,0,0,0,0,0,"1000000"
100888611,1,5,1,0,0,0,0,0,0,0,"1000000"
100888612,1,5,1,0,0,0,0,0,0,0,"1000000"
100888613,1,5,1,0,0,0,0,0,0,0,"1000000"
100888614,1,4,1,1,0,0,0,0,0,0,"1100000"
100888615,1,4,1,0,0,0,0,0,0,0,"1000000"
100888616,1,5,1,0,0,0,0,0,0,0,"1000000"
100888617,1,5,1,0,0,0,0,0,0,0,"1000000"
100888618,1,5,1,0,1,0,0,0,0,0,"1010000"
100888619,1,4,1,0,0,0,0,0,0,0,"1000000"
100888620,1,4,1,0,0,0,0,0,0,0,"1000000"
100888621,2,4,1,0,0,0,0,0,0,0,"1000000"
100888622,1,4,1,0,0,0,0,0,0,0,"1000000"
100888623,1,5,1,0,0,0,0,0,0,0,"1000000"
100888624,1,5,1,0,0,0,0,0,0,0,"1000000"
100888625,1,4,1,0,0,0,0,0,0,0,"1000000"
100888626,1,4,1,0,0,0,0,0,0,0,"1000000"
100888627,1,5,1,0,0,0,0,0,0,0,"1000000"
100888628,2,5,1,0,0,0,0,1,0,0,"1000010"
100888629,1,4,1,0,1,0,0,0,0,0,"1010000"
100888630,1,4,1,0,0,0,0,0,0,0,"1000000"
100888631,1,4,1,0,0,0,0,0,0,0,"1000000"
100888632,1,5,1,1,0,0,0,0,0,0,"1100000"
100888633,1,4,1,0,0,0,0,0,0,0,"1000000"
100888634,1,4,1,0,0,0,0,0,0,0,"1000000"
100888635,1,4,1,0,0,0,0,0,0,0,"1000000"
100888636,1,5,1,0,0,0,0,0,0,0,"1000000"
100888637,1,5,1,0,0,0,0,0,0,0,"1000000"
100888638,1,4,1,0,0,0,0,0,0,0,"1000000"
100888639,1,5,1,0,0,0,0,0,0,0,"1000000"
100888640,2,5,1,0,0,0,0,0,0,0,"1000000"
100888641,2,4,1,0,0,0,0,0,0,0,"1000000"
100888642,1,4,1,0,1,0,0,0,0,0,"1010000"
100888643,1,5,1,0,0,0,0,0,0,0,"1000000"
100888644,1,4,1,0,1,0,0,0,0,0,"1010000"
100888645,1,4,1,0,0,0,0,0,0,0,"1000000"
100888646,1,4,1,0,0,0,0,0,0,0,"1000000"
100888647,2,5,1,0,1,0,0,0,0,0,"1010000"
100888648,2,4,1,0,0,0,0,0,0,0,"1000000"
100888649,1,5,1,0,0,0,0,0,0,0,"1000000"
100888650,1,5,1,0,0,0,0,0,0,0,"1000000"
100888651,1,5,1,0,0,0,0,0,0,0,"1000000"
100888652,1,4,1,0,0,0,0,0,1,0,"1000001"
100888653,1,5,1,0,0,0,0,0,0,0,"1000000"
100888654,1,5,1,0,0,0,0,0,0,0,"1000000"
100888655,1,5,1,0,0,0,0,0,0,0,"1000000"
100888656,1,4,1,0,0,0,0,0,0,0,"1000000"
100888657,1,4,1,0,0,0,0,0,0,0,"1000000"
100888658,2,5,1,0,0,0,0,0,0,0,"1000000"
100888659,1,4,1,0,0,0,0,0,0,0,"1000000"
100888660,1,5,1,0,0,0,0,0,0,0,"1000000"
100888661,1,5,1,0,0,0,0,0,0,0,"1000000"
100888662,1,4,1,0,0,0,0,0,0,0,"1000000"
100888663,1,5,1,0,0,0,0,0,1,0,"1000001"
100888664,1,5,1,0,0,0,0,0,0,0,"1000000"
100888665,1,5,1,0,0,0,0,0,0,0,"1000000"
100888666,1,4,1,0,0,0,0,0,0,0,"1000000"
100888667,2,5,1,0,0,0,0,0,0,0,"1000000"
100888668,1,5,1,1,0,0,0,0,0,0,"1100000"
100888669,1,4,1,1,0,0,0,0,0,0,"1100000"
100888670,1,4,1,0,0,0,0,0,0,0,"1000000"
100888671,1,5,1,0,0,0,0,0,0,0,"1000000"
100888672,1,4,1,0,0,0,0,0,0,0,"1000000"
100888673,1,4,1,0,0,0,0,0,0,0,"1000000"
100888674,2,4,1,0,0,0,0,0,0,0,"1000000"
100888675,2,4,1,0,0,1,0,0,0,0,"1001000"
100888676,1,4,1,0,0,0,0,0,0,0,"1000000"
100888677,1,5,1,0,0,0,0,0,0,0,"1000000"
100888678,1,5,1,0,0,0,0,0,0,0,"1000000"
100888679,1,4,1,0,0,0,0,0,0,0,"1000000"
100888680,1,4,1,0,0,0,0,0,0,0,"1000000"
100888681,1,5,1,0,0,0,0,0,0,0,"1000000"
100888682,2,5,1,0,0,0,0,0,0,0,"1000000"
100888683,1,5,1,0,0,0,0,0,0,0,"1000000"
100888684,2,5,1,0,0,0,0,0,0,0,"1000000"
100888685,2,5,1,0,1,0,0,0,0,0,"1010000"
100888686,2,5,1,0,0,0,0,0,0,0,"1000000"
100888687,1,4,1,0,0,0,0,0,0,0,"1000000"
100888688,1,4,1,0,0,0,0,0,0,0,"1000000"
100888689,1,4,1,0,0,0,0,0,0,0,"1000000"
100888690,1,5,1,0,0,0,0,0,0,0,"1000000"
100888691,1,4,1,0,0,0,0,0,0,0,"1000000"
100888692,2,5,1,0,0,0,0,0,0,0,"1000000"
100888693,2,4,1,0,0,0,0,0,0,0,"1000000"
100888694,1,4,1,0,0,0,0,0,0,0,"1000000"
100888695,1,5,1,0,0,0,0,0,0,0,"1000000"
100888696,1,4,1,0,0,0,0,0,0,0,"1000000"
100888697,1,5,1,0,0,0,0,0,0,0,"1000000"
100888698,1,5,1,0,0,0,0,0,0,0,"1000000"
100888699,1,5,1,1,0,0,0,0,0,0,"1100000"
100888700,1,5,1,0,1,0,0,0,0,0,"1010000"
100888702,1,4,0,0,0,0,1,0,0,0,"0000100"
100888703,1,0,0,0,0,0,1,0,1,0,"0000101"
100888704,2,0,0,0,0,0,1,0,0,0,"0000100"
100888706,1,5,0,0,0,0,1,0,0,0,"0000100"
100888708,1,0,0,0,0,0,1,0,0,0,"0000100"
100888710,1,0,0,0,0,0,1,0,0,0,"0000100"
100888713,1,0,0,0,0,0,1,0,0,0,"0000100"
100888714,1,4,0,0,0,0,1,0,0,0,"0000100"
100888716,1,4,0,0,0,0,1,0,0,0,"0000100"
100888717,1,0,0,0,0,0,1,0,0,0,"0000100"
100888718,1,0,0,0,0,0,1,0,0,0,"0000100"
100888719,1,4,0,0,0,0,1,0,0,0,"0000100"
100888721,1,0,0,0,0,0,1,0,0,0,"0000100"
100888722,1,0,0,0,0,0,1,0,0,0,"0000100"
100888726,1,0,0,0,0,0,1,0,0,0,"0000100"
100888727,1,4,0,0,0,0,1,0,0,0,"0000100"
100888728,2,0,0,0,0,0,1,0,0,0,"0000100"
100888731,2,0,0,0,0,0,1,0,1,0,"0000101"
100888732,1,0,0,0,0,0,1,0,0,0,"0000100"
100888733,1,0,0,0,0,0,1,0,0,0,"0000100"
100888736,1,0,0,0,0,0,1,0,0,0,"0000100"
100888737,1,0,0,0,0,0,1,0,0,0,"0000100"
100888739,1,0,0,0,0,0,1,0,0,0,"0000100"
100888740,1,4,0,0,0,0,1,0,0,0,"0000100"
100888744,2,0,0,0,0,0,1,0,0,0,"0000100"
100888745,1,0,0,0,0,0,1,0,0,0,"0000100"
100888747,1,5,0,0,0,0,1,0,0,0,"0000100"
100888748,2,0,0,0,0,0,1,0,0,0,"0000100"
100888751,1,4,0,0,0,0,1,0,0,0,"0000100"
100888752,1,5,0,0,0,0,1,0,0,0,"0000100"
100888754,1,0,0,0,0,0,1,0,0,0,"0000100"
100888755,2,0,0,0,0,0,1,0,0,0,"0000100"
100888756,1,4,0,0,0,0,1,0,0,0,"0000100"
100888758,1,0,0,0,0,0,1,0,0,0,"0000100"
100888759,1,4,0,0,0,0,1,0,0,0,"0000100"
100888760,1,0,0,0,0,0,1,0,0,0,"0000100"
100888761,1,0,0,0,0,0,1,0,0,0,"0000100"
100888764,1,4,0,0,0,0,1,1,0,0,"0000110"
100888765,1,5,0,0,0,0,1,0,0,0,"0000100"
100888766,1,0,0,0,0,0,1,0,0,0,"0000100"
100888767,1,0,0,0,0,0,1,0,0,0,"0000100"
100888768,1,0,0,0,0,0,1,0,0,0,"0000100"
100888770,2,0,0,0,0,0,1,0,0,0,"0000100"
100888771,1,0,0,0,0,0,1,0,0,0,"0000100"
100888772,1,0,0,0,0,0,1,0,0,0,"0000100"
100888773,1,0,0,0,0,0,1,0,0,0,"0000100"
100888774,1,4,0,0,0,0,1,0,0,0,"0000100"
100888775,1,0,0,0,0,0,1,0,0,0,"0000100"
100888776,1,5,0,0,0,0,1,0,0,0,"0000100"
100888778,1,0,0,0,0,0,1,0,0,0,"0000100"
100888781,1,0,0,0,0,0,1,0,0,0,"0000100"
100888782,2,0,0,0,0,0,1,0,0,0,"0000100"
100888783,1,0,0,0,0,0,1,0,0,0,"0000100"
100888784,1,0,0,0,0,0,1,0,0,0,"0000100"
100888785,1,0,0,0,0,0,1,1,0,0,"0000110"
100888787,1,5,0,0,0,0,1,0,0,0,"0000100"
100888788,1,4,0,0,0,0,1,0,1,0,"0000101"
100888790,1,0,0,0,0,0,1,0,0,0,"0000100"
100888791,1,0,0,0,0,0,1,0,0,0,"0000100"
100888792,1,0,0,0,0,0,1,0,0,0,"0000100"
100888793,1,4,0,0,0,0,1,0,0,0,"0000100"
100888796,1,5,0,0,0,0,1,0,0,0,"0000100"
100888797,1,5,0,0,0,0,1,0,0,0,"0000100"
100888800,1,4,0,0,0,0,1,0,0,0,"0000100"
100888801,1,5,1,0,0,0,0,0,0,0,"1000000"
100888802,1,4,1,0,0,0,0,0,0,0,"1000000"
100888803,1,5,1,0,0,0,0,0,0,0,"1000000"
100888804,1,5,1,0,0,0,0,0,0,0,"1000000"
100888805,1,4,1,0,0,0,0,0,0,0,"1000000"
100888806,1,4,1,0,0,0,0,0,0,0,"1000000"
100888807,1,4,1,0,0,0,0,0,0,0,"1000000"
100888808,1,4,1,0,0,1,0,0,0,0,"1001000"
100888809,1,5,1,0,0,0,0,0,0,0,"1000000"
100888810,1,4,1,0,0,0,0,0,0,0,"1000000"
100888811,1,4,1,1,0,0,0,0,0,0,"1100000"
100888812,1,5,1,0,0,0,0,0,0,0,"1000000"
100888813,1,4,1,0,0,0,0,0,0,0,"1000000"
100888814,1,4,1,0,0,0,0,0,1,0,"1000001"
100888815,1,5,1,0,0,0,0,0,0,0,"1000000"
100888816,1,5,1,0,0,0,0,0,0,0,"1000000"
100888817,1,5,1,0,0,0,0,0,0,0,"1000000"
100888818,1,5,1,1,0,0,0,0,0,0,"1100000"
100888819,1,5,1,0,0,0,0,0,0,0,"1000000"
100888820,1,4,1,1,0,0,0,0,0,0,"1100000"
100888821,1,5,1,0,0,0,0,0,0,0,"1000000"
100888822,1,5,1,0,0,0,0,0,0,0,"1000000"
100888823,1,5,1,0,1,0,0,0,0,0,"1010000"
100888824,1,4,1,0,0,0,0,0,0,0,"1000000"
100888825,1,4,1,0,0,0,0,0,0,0,"1000000"
100888826,1,5,1,0,0,0,0,0,0,0,"1000000"
100888827,1,5,1,0,0,0,0,0,0,0,"1000000"
100888828,1,5,1,0,0,0,0,0,0,0,"1000000"
100888829,1,4,1,0,0,0,0,0,0,0,"1000000"
100888830,1,5,1,0,0,0,0,0,0,0,"1000000"
100888831,1,5,1,0,0,0,0,0,0,0,"1000000"
100888832,1,5,1,0,0,0,0,0,0,0,"1000000"
100888833,1,5,1,0,0,0,0,0,0,0,"1000000"
100888834,1,5,1,0,0,0,0,0,0,0,"1000000"
100888835,1,5,1,0,0,0,0,0,0,0,"1000000"
100888836,1,5,1,0,0,0,0,0,0,0,"1000000"
100888837,1,4,1,0,0,0,0,0,0,0,"1000000"
100888838,1,4,1,0,0,1,0,0,0,0,"1001000"
100888839,1,5,1,0,0,0,0,0,0,0,"1000000"
100888840,1,4,1,1,0,0,0,0,0,0,"1100000"
100888841,1,5,1,0,0,1,0,0,0,0,"1001000"
100888842,1,5,1,0,0,0,0,0,0,0,"1000000"
100888843,1,4,1,0,0,0,0,0,0,0,"1000000"
100888844,1,4,1,0,0,0,0,0,0,0,"1000000"
100888845,1,4,1,0,0,0,0,0,0,0,"1000000"
100888846,1,5,1,0,0,0,0,0,0,0,"1000000"
100888847,1,4,1,0,0,1,0,0,0,0,"1001000"
100888848,1,5,1,0,0,0,0,0,0,0,"1000000"
100888849,2,5,1,0,0,0,0,0,0,0,"1000000"
100888850,2,5,1,0,0,0,0,0,0,0,"1000000"
100888851,2,5,1,0,0,0,0,0,0,0,"1000000"
100888852,2,5,1,0,0,0,0,0,0,0,"1000000"
100888853,2,4,1,0,1,0,0,0,0,0,"1010000"
100888854,1,5,1,0,0,0,0,0,0,0,"1000000"
100888855,1,5,1,0,0,1,0,0,0,0,"1001000"
100888856,1,4,1,0,0,0,0,0,0,0,"1000000"
100888857,1,5,1,0,1,0,0,0,0,0,"1010000"
100888858,1,4,1,0,0,0,0,0,0,0,"1000000"
100888859,1,4,1,0,0,0,0,0,0,0,"1000000"
100888860,1,5,1,0,0,0,0,0,0,0,"1000000"
100888861,1,5,1,1,0,0,0,0,0,0,"1100000"
100888862,1,5,1,0,0,0,0,0,0,0,"1000000"
100888863,1,5,1,0,0,0,0,0,0,0,"1000000"
100888864,1,4,1,0,0,0,0,0,0,0,"1000000"
100888865,1,5,1,0,0,0,0,0,0,0,"1000000"
100888866,1,4,1,0,0,0,0,0,0,0,"1000000"
100888867,1,4,1,0,0,0,0,0,0,0,"1000000"
