"","band","sex","age","ch"
"7359",107822038,4,1,"0000010"
"7360",107822039,4,1,"0000010"
"7361",107822040,5,1,"0000010"
"7362",107822041,4,1,"0000010"
"7363",107822042,5,1,"0000010"
"7364",107822043,5,1,"0000010"
"7365",107822044,5,1,"0000010"
"7366",107822045,5,1,"0000010"
"7367",107822046,4,1,"0000010"
"7368",107822047,4,1,"0000010"
"7369",107822048,5,1,"0000010"
"7370",107822049,5,1,"0000010"
"7371",107822050,4,1,"0000010"
"7372",107822051,4,1,"0000010"
"7373",107822052,5,1,"0000010"
"7374",107822053,4,1,"0000010"
"7375",107822054,5,1,"0000011"
"7376",107822055,5,1,"0000011"
"7377",107822056,4,1,"0000010"
"7378",107822057,4,1,"0000010"
"7379",107822058,5,1,"0000010"
"7380",107822059,4,1,"0000010"
"7381",107822060,4,1,"0000010"
"7382",107822061,5,1,"0000010"
"7383",107822062,5,1,"0000010"
"7384",107822063,5,1,"0000010"
"7385",107822064,5,1,"0000010"
"7386",107822065,5,1,"0000010"
"7387",107822066,5,1,"0000010"
"7388",107822067,5,1,"0000010"
"7389",107822068,4,1,"0000010"
"7390",107822069,5,1,"0000010"
"7391",107822070,4,1,"0000010"
"7392",107822071,4,1,"0000010"
"7393",107822072,4,1,"0000010"
"7394",107822073,4,1,"0000010"
"7395",107822074,5,1,"0000011"
"7396",107822075,4,1,"0000010"
"7397",107822076,5,1,"0000010"
"7398",107822077,4,1,"0000011"
"7399",107822078,4,1,"0000010"
"7400",107822079,5,1,"0000010"
"7401",107822080,5,1,"0000010"
"7402",107822081,4,1,"0000010"
"7403",107822082,5,1,"0000010"
"7404",107822083,5,1,"0000010"
"7405",107822084,4,1,"0000010"
"7406",107822085,4,1,"0000010"
"7407",107822086,5,1,"0000010"
"7408",107822087,4,1,"0000010"
"7409",107822088,4,1,"0000010"
"7410",107822089,5,1,"0000011"
"7411",107822090,4,1,"0000010"
"7412",107822091,4,1,"0000010"
"7413",107822092,5,1,"0000010"
"7414",107822093,4,1,"0000010"
"7415",107822094,5,1,"0000010"
"7416",107822095,4,1,"0000010"
"7417",107822096,5,1,"0000010"
"7418",107822097,4,1,"0000010"
"7419",107822098,4,1,"0000010"
"7420",107822099,4,1,"0000010"
"7421",107822100,4,1,"0000010"
"7422",107822101,4,1,"0000010"
"7423",107822102,5,1,"0000010"
"7424",107822103,4,1,"0000010"
"7425",107822104,4,1,"0000010"
"7426",107822105,5,1,"0000010"
"7427",107822106,5,1,"0000010"
"7428",107822107,5,1,"0000010"
"7429",107822108,4,1,"0000010"
"7430",107822109,5,1,"0000010"
"7431",107822110,5,1,"0000010"
"7432",107822111,5,1,"0000010"
"7433",107822112,4,1,"0000010"
"7434",107822113,4,1,"0000011"
"7435",107822114,4,1,"0000010"
"7436",107822115,5,1,"0000010"
"7437",107822116,4,1,"0000010"
"7438",107822117,5,1,"0000010"
"7439",107822118,4,1,"0000010"
"7440",107822119,4,1,"0000010"
"7441",107822120,4,1,"0000010"
"7442",107822121,4,1,"0000010"
"7443",107822122,4,1,"0000010"
"7444",107822123,4,1,"0000010"
"7445",107822124,4,1,"0000010"
"7446",107822125,5,1,"0000010"
"7447",107822126,5,1,"0000010"
"7448",107822127,4,1,"0000010"
"7449",107822128,4,1,"0000010"
"7450",107822129,5,1,"0000010"
"7451",107822130,5,1,"0000010"
"7452",107822131,5,1,"0000011"
"7453",107822132,4,1,"0000010"
"7454",107822133,5,1,"0000010"
"7455",107822134,4,1,"0000010"
"7456",107822135,5,1,"0000010"
"7457",107822136,5,1,"0000010"
"7458",107822137,4,1,"0000010"
"7459",107822138,4,1,"0000010"
"7460",107822139,5,1,"0000010"
"7461",107822140,5,1,"0000010"
"7462",107822141,5,1,"0000010"
"7463",107822142,5,1,"0000010"
"7464",107822143,4,1,"0000010"
"7465",107822144,4,1,"0000010"
"7466",107822145,4,1,"0000010"
"7467",107822146,4,1,"0000010"
"7468",107822147,5,1,"0000010"
"7469",107822148,4,1,"0000010"
"7470",107822149,5,1,"0000010"
"7471",107822150,5,1,"0000010"
"7472",107822151,5,1,"0000010"
"7473",107822152,4,1,"0000010"
"7474",107822153,4,1,"0000010"
"7475",107822154,5,1,"0000010"
"7476",107822155,5,1,"0000010"
"7477",107822156,5,1,"0000010"
"7478",107822157,4,1,"0000010"
"7479",107822158,5,1,"0000010"
"7480",107822159,4,1,"0000011"
"7481",107822160,4,1,"0000010"
"7482",107822161,4,1,"0000010"
"7483",107822162,4,1,"0000010"
"7484",107822163,4,1,"0000010"
"7485",107822164,5,1,"0000010"
"7486",107822165,5,1,"0000010"
"7487",107822166,5,1,"0000010"
"7488",107822167,5,1,"0000010"
"7489",107822168,4,1,"0000010"
"7490",107822169,4,1,"0000010"
"7491",107822170,5,1,"0000010"
"7492",107822171,4,1,"0000010"
"7493",107822172,4,1,"0000010"
"7494",107822173,5,1,"0000010"
"7495",107822174,5,1,"0000010"
"7496",107822175,5,1,"0000010"
"7497",107822176,4,1,"0000010"
"7498",107822177,4,1,"0000010"
"7499",107822178,4,1,"0000010"
"7500",107822179,4,1,"0000010"
"7501",107822180,5,1,"0000010"
"7502",107822181,4,1,"0000010"
"7503",107822182,5,1,"0000010"
"7504",107822183,5,1,"0000010"
"7505",107822184,4,1,"0000010"
"7506",107822185,5,1,"0000010"
"7507",107822186,5,1,"0000010"
"7508",107822187,4,1,"0000010"
"7509",107822188,4,1,"0000011"
"7510",107822189,4,1,"0000010"
"7511",107822190,4,1,"0000010"
"7512",107822191,5,1,"0000011"
"7513",107822192,4,1,"0000010"
"7514",107822193,4,4,"0000010"
"7515",107822194,5,1,"0000010"
"7516",107822195,4,1,"0000010"
"7517",107822196,5,1,"0000010"
"7518",107822197,5,1,"0000010"
"7519",107822198,4,1,"0000010"
"7520",107822199,5,1,"0000010"
"7521",107822200,5,1,"0000010"
"7522",107822201,4,1,"0000010"
"7523",107822202,4,1,"0000010"
"7524",107822203,5,1,"0000010"
"7525",107822204,5,1,"0000010"
"7526",107822205,4,1,"0000010"
"7527",107822206,4,1,"0000010"
"7528",107822207,5,1,"0000010"
"7529",107822208,5,1,"0000010"
"7530",107822209,4,1,"0000010"
"7531",107822210,5,1,"0000010"
"7532",107822211,5,1,"0000010"
"7533",107822212,5,1,"0000010"
"7534",107822213,4,1,"0000010"
"7535",107822214,5,1,"0000010"
"7536",107822215,5,1,"0000010"
"7537",107822216,4,1,"0000010"
"7538",107822217,5,1,"0000010"
"7539",107822218,5,1,"0000010"
"7540",107822219,4,1,"0000010"
"7541",107822220,5,1,"0000010"
"7542",107822221,5,1,"0000010"
"7543",107822222,4,1,"0000010"
"7544",107822223,5,1,"0000011"
"7545",107822224,4,1,"0000010"
"7546",107822225,4,1,"0000010"
"7547",107822226,5,1,"0000010"
"7548",107822227,4,1,"0000010"
"7549",107822228,5,1,"0000010"
"7550",107822229,5,1,"0000010"
"7551",107822230,5,1,"0000010"
"7552",107822231,4,1,"0000010"
"7553",107822232,4,1,"0000010"
"7554",107822233,4,1,"0000010"
"7555",107822234,4,1,"0000010"
"7556",107822235,4,1,"0000010"
"7557",107822236,5,1,"0000010"
"7558",107822237,4,1,"0000010"
"7559",107822238,4,1,"0000010"
"7560",107822239,5,1,"0000010"
"7561",107822240,5,1,"0000010"
"7562",107822241,5,1,"0000010"
"7563",107822242,4,1,"0000010"
"7564",107822243,5,1,"0000010"
"7565",107822244,4,1,"0000010"
"7566",107822245,4,1,"0000010"
"7567",107822246,4,1,"0000010"
"7568",107822247,4,1,"0000010"
"7569",107822248,5,1,"0000010"
"7570",107822249,5,1,"0000010"
"7571",107822250,4,1,"0000010"
"7572",107822251,5,4,"0000010"
"7573",107822252,5,4,"0000010"
"7574",107822253,5,4,"0000010"
"7575",107822254,5,4,"0000010"
"7576",107822255,5,4,"0000010"
"7577",107822256,4,4,"0000010"
"7578",107822257,4,4,"0000011"
"7579",107822258,4,4,"0000010"
"7580",107822259,5,4,"0000010"
"7581",107822260,5,4,"0000010"
"7582",107822261,4,4,"0000010"
"7583",107822262,4,4,"0000010"
"7584",107822263,5,4,"0000010"
"7585",107822264,5,1,"0000010"
"7586",107822265,4,4,"0000010"
"7587",107822266,5,1,"0000010"
"7588",107822267,4,1,"0000010"
"7589",107822268,4,1,"0000010"
"7590",107822269,5,1,"0000010"
"7591",107822270,5,1,"0000010"
"7592",107822271,5,1,"0000010"
"7593",107822272,5,1,"0000010"
"7594",107822273,4,1,"0000010"
"7595",107822274,5,1,"0000010"
"7596",107822275,4,1,"0000010"
"7597",107822276,4,1,"0000010"
"7598",107822277,4,1,"0000010"
"7599",107822278,5,1,"0000010"
"7600",107822279,5,1,"0000010"
"7601",107822280,5,1,"0000010"
"7602",107822281,4,1,"0000010"
"7603",107822282,4,1,"0000010"
"7604",107822283,5,1,"0000010"
"7605",107822284,4,1,"0000010"
"7606",107822285,5,1,"0000010"
"7607",107822286,5,1,"0000010"
"7608",107822287,4,1,"0000010"
"7609",107822288,5,1,"0000010"
"7610",107822289,5,1,"0000010"
"7611",107822290,4,1,"0000010"
"7612",107822291,4,1,"0000010"
"7613",107822292,4,1,"0000010"
"7614",107822293,4,1,"0000010"
"7615",107822294,4,1,"0000010"
"7616",107822295,4,1,"0000010"
"7617",107822296,4,1,"0000010"
"7618",107822297,4,4,"0000010"
"7619",107822298,5,1,"0000010"
"7620",107822299,5,1,"0000010"
"7621",107822300,4,1,"0000010"
"7622",107822301,4,1,"0000010"
"7623",107822302,5,1,"0000010"
"7624",107822303,4,1,"0000010"
"7625",107822304,4,1,"0000010"
"7626",107822305,4,1,"0000010"
"7627",107822306,5,1,"0000010"
"7628",107822307,4,1,"0000010"
"7629",107822308,5,1,"0000010"
"7630",107822309,5,1,"0000010"
"7631",107822310,0,0,"0000010"
"7632",107822311,0,0,"0000010"
"7633",107822312,0,0,"0000010"
"7634",107822313,0,0,"0000010"
"7635",107822314,0,0,"0000010"
"7636",107822315,0,0,"0000011"
"7637",107822316,0,0,"0000010"
"7638",107822317,0,0,"0000010"
"7639",107822318,0,0,"0000010"
"7640",107822319,0,0,"0000010"
"7641",107822320,0,0,"0000010"
"7642",107822321,0,0,"0000010"
"7643",107822322,0,0,"0000010"
"7644",107822323,0,0,"0000010"
"7645",107822324,0,0,"0000010"
"7646",107822325,0,0,"0000010"
"7647",107822326,0,0,"0000010"
"7648",107822327,0,0,"0000010"
"7649",107822328,0,0,"0000010"
"7650",107822329,0,0,"0000010"
"7651",107822330,0,0,"0000011"
"7652",107822331,0,0,"0000010"
"7653",107822332,0,0,"0000010"
"7654",107822333,0,0,"0000010"
"7655",107822334,0,0,"0000010"
"7656",107822335,0,0,"0000010"
"7657",107822336,0,0,"0000010"
"7658",107822337,0,0,"0000010"
"7659",107822338,0,0,"0000010"
"7660",107822339,0,0,"0000010"
"7661",107822340,0,0,"0000010"
"7662",107822341,0,0,"0000010"
"7663",107822342,0,0,"0000010"
"7664",107822343,0,0,"0000010"
"7665",107822344,0,0,"0000010"
"7666",107822345,0,0,"0000010"
"7667",107822346,0,0,"0000010"
"7668",107822347,0,0,"0000010"
"7669",107822348,0,0,"0000010"
"7670",107822349,0,0,"0000010"
"7671",107822350,0,0,"0000010"
"7672",107822351,0,0,"0000010"
"7673",107822352,0,0,"0000010"
"7674",107822353,0,0,"0000010"
"7675",107822354,0,0,"0000010"
"7676",107822355,0,0,"0000010"
"7677",107822356,0,0,"0000010"
"7678",107822357,0,0,"0000010"
"7679",107822358,0,0,"0000010"
"7680",107822359,0,0,"0000011"
"7681",107822360,0,0,"0000010"
"7682",107822361,0,0,"0000011"
"7683",107822362,0,0,"0000010"
"7684",107822363,0,0,"0000010"
"7685",107822364,0,0,"0000010"
"7686",107822365,0,0,"0000010"
"7687",107822366,0,0,"0000010"
"7688",107822367,0,0,"0000010"
"7689",107822368,0,0,"0000010"
"7690",107822369,0,0,"0000010"
"7691",107822370,0,0,"0000010"
"7692",107822371,0,0,"0000010"
"7693",107822372,0,0,"0000010"
"7694",107822373,0,0,"0000010"
"7695",107822374,0,0,"0000010"
"7696",107822375,4,1,"0000001"
"7697",107822376,5,1,"0000001"
"7698",107822377,4,1,"0000001"
"7699",107822378,4,1,"0000001"
"7700",107822379,5,1,"0000001"
"7701",107822380,4,1,"0000001"
"7702",107822381,4,1,"0000001"
"7703",107822382,5,1,"0000001"
"7704",107822383,4,1,"0000001"
"7705",107822384,5,1,"0000001"
"7706",107822385,5,1,"0000001"
"7707",107822386,4,1,"0000001"
"7708",107822387,4,1,"0000001"
"7709",107822388,4,1,"0000001"
"7710",107822389,5,1,"0000001"
"7711",107822390,5,1,"0000001"
"7712",107822391,4,1,"0000001"
"7713",107822392,4,1,"0000001"
"7714",107822393,4,1,"0000001"
"7715",107822394,4,1,"0000001"
"7716",107822395,4,1,"0000001"
"7717",107822396,4,1,"0000001"
"7718",107822397,4,1,"0000001"
"7719",107822398,5,1,"0000001"
"7720",107822399,4,1,"0000001"
"7721",107822400,5,1,"0000001"
"7722",107822401,4,1,"0000001"
"7723",107822402,5,1,"0000001"
"7724",107822403,4,1,"0000001"
"7725",107822404,4,1,"0000001"
"7726",107822405,5,1,"0000001"
"7727",107822406,5,1,"0000001"
"7728",107822407,5,1,"0000001"
"7729",107822408,4,1,"0000001"
"7730",107822409,4,1,"0000001"
"7731",107822410,4,1,"0000001"
"7732",107822411,4,1,"0000001"
"7733",107822412,4,1,"0000001"
"7734",107822413,5,1,"0000001"
"7735",107822414,5,1,"0000001"
"7736",107822415,5,1,"0000001"
"7737",107822416,5,1,"0000001"
"7738",107822417,4,1,"0000001"
"7739",107822418,4,1,"0000001"
"7740",107822419,4,1,"0000001"
"7741",107822420,4,1,"0000001"
"7742",107822421,5,1,"0000001"
"7743",107822422,5,1,"0000001"
"7744",107822423,4,1,"0000001"
"7745",107822424,5,1,"0000001"
"7746",107822425,4,1,"0000001"
"7747",107822426,4,1,"0000001"
"7748",107822427,5,1,"0000001"
"7749",107822428,4,1,"0000001"
"7750",107822429,5,1,"0000001"
"7751",107822430,4,1,"0000001"
"7752",107822431,5,1,"0000001"
"7753",107822432,4,1,"0000001"
"7754",107822433,5,1,"0000001"
"7755",107822434,4,1,"0000001"
"7756",107822435,4,1,"0000001"
"7757",107822436,4,1,"0000001"
"7758",107822437,5,1,"0000001"
"7759",107822438,4,1,"0000001"
"7760",107822439,5,1,"0000001"
"7761",107822440,5,1,"0000001"
"7762",107822441,4,1,"0000001"
"7763",107822442,5,1,"0000001"
"7764",107822443,4,1,"0000001"
"7765",107822444,5,1,"0000001"
"7766",107822445,4,1,"0000001"
"7767",107822446,4,1,"0000001"
"7768",107822447,4,1,"0000001"
"7769",107822448,5,1,"0000001"
"7770",107822449,5,1,"0000001"
"7771",107822450,4,1,"0000001"
"7772",107822451,4,1,"0000001"
"7773",107822452,5,1,"0000001"
"7774",107822453,5,1,"0000001"
"7775",107822454,4,1,"0000001"
"7776",107822455,4,1,"0000001"
"7777",107822456,4,1,"0000001"
"7778",107822457,4,1,"0000001"
"7779",107822458,5,1,"0000001"
"7780",107822459,5,1,"0000001"
"7781",107822460,4,1,"0000001"
"7782",107822461,4,1,"0000001"
"7783",107822462,4,1,"0000001"
"7784",107822463,5,1,"0000001"
"7785",107822464,5,1,"0000001"
"7786",107822465,5,1,"0000001"
"7787",107822466,5,1,"0000001"
"7788",107822467,4,1,"0000001"
"7789",107822468,4,1,"0000001"
"7790",107822469,5,1,"0000001"
"7791",107822470,5,1,"0000001"
"7792",107822471,5,1,"0000001"
"7793",107822472,4,1,"0000001"
"7794",107822473,5,1,"0000001"
"7795",107822474,5,1,"0000001"
"7796",107822475,5,1,"0000001"
"7797",107822476,5,1,"0000001"
"7798",107822477,5,1,"0000001"
"7799",107822478,5,1,"0000001"
"7800",107822479,4,1,"0000001"
"7801",107822480,4,1,"0000001"
"7802",107822481,4,1,"0000001"
"7803",107822482,5,1,"0000001"
"7804",107822483,5,1,"0000001"
"7805",107822484,5,1,"0000001"
"7806",107822485,5,1,"0000001"
"7807",107822486,4,1,"0000001"
"7808",107822487,5,1,"0000001"
"7809",107822488,4,1,"0000001"
"7810",107822489,5,1,"0000001"
"7811",107822490,5,1,"0000001"
"7812",107822491,4,1,"0000001"
"7813",107822492,5,1,"0000001"
"7814",107822493,4,1,"0000001"
"7815",107822494,5,1,"0000001"
"7816",107822495,4,1,"0000001"
"7817",107822496,4,1,"0000001"
"7818",107822497,5,1,"0000001"
"7819",107822498,4,1,"0000001"
"7820",107822499,5,1,"0000001"
"7821",107822500,4,1,"0000001"
"7822",113831301,5,1,"0000001"
"7823",113831302,5,1,"0000001"
"7824",113831303,5,1,"0000001"
"7825",113831304,4,1,"0000001"
"7826",113831305,4,1,"0000001"
"7827",113831306,4,1,"0000001"
"7828",113831307,4,1,"0000001"
"7829",113831308,5,1,"0000001"
"7830",113831309,4,1,"0000001"
"7831",113831310,4,1,"0000001"
"7832",113831311,4,1,"0000001"
"7833",113831312,5,1,"0000001"
"7834",113831313,5,1,"0000001"
"7835",113831314,5,1,"0000001"
"7836",113831315,5,1,"0000001"
"7837",113831316,5,1,"0000001"
"7838",113831317,5,1,"0000001"
"7839",113831318,5,1,"0000001"
"7840",113831319,4,1,"0000001"
"7841",113831320,5,1,"0000001"
"7842",113831321,5,1,"0000001"
"7843",113831322,4,1,"0000001"
"7844",113831323,5,1,"0000001"
"7845",113831324,4,1,"0000001"
"7846",113831325,5,1,"0000001"
"7847",113831326,4,1,"0000001"
"7848",113831327,5,1,"0000001"
"7849",113831328,4,1,"0000001"
"7850",113831329,4,1,"0000001"
"7851",113831330,5,1,"0000001"
"7852",113831331,4,1,"0000001"
"7853",113831332,4,1,"0000001"
"7854",113831333,4,1,"0000001"
"7855",113831334,4,1,"0000001"
"7856",113831335,4,1,"0000001"
"7857",113831336,5,1,"0000001"
"7858",113831337,4,1,"0000001"
"7859",113831338,5,1,"0000001"
"7860",113831339,5,1,"0000001"
"7861",113831340,4,1,"0000001"
"7862",113831341,5,1,"0000001"
"7863",113831342,5,1,"0000001"
"7864",113831343,5,1,"0000001"
"7865",113831344,5,1,"0000001"
"7866",113831345,5,1,"0000001"
"7867",113831346,5,1,"0000001"
"7868",113831347,5,1,"0000001"
"7869",113831348,4,1,"0000001"
"7870",113831349,4,1,"0000001"
"7871",113831350,4,1,"0000001"
"7872",113831351,5,1,"0000001"
"7873",113831352,4,1,"0000001"
"7874",113831353,5,1,"0000001"
"7875",113831354,4,1,"0000001"
"7876",113831355,5,1,"0000001"
"7877",113831356,4,1,"0000001"
"7878",113831357,5,1,"0000001"
"7879",113831358,5,1,"0000001"
"7880",113831359,5,1,"0000001"
"7881",113831360,4,1,"0000001"
"7882",113831361,5,1,"0000001"
"7883",113831362,5,1,"0000001"
"7884",113831363,4,1,"0000001"
"7885",113831364,5,1,"0000001"
"7886",113831365,5,1,"0000001"
"7887",113831366,4,1,"0000001"
"7888",113831367,4,1,"0000001"
"7889",113831368,4,1,"0000001"
"7890",113831369,5,1,"0000001"
"7891",113831370,5,1,"0000001"
"7892",113831371,4,1,"0000001"
"7893",113831372,4,1,"0000001"
"7894",113831373,5,1,"0000001"
"7895",113831374,5,1,"0000001"
"7896",113831375,5,1,"0000001"
"7897",113831376,4,1,"0000001"
"7898",113831377,5,1,"0000001"
"7899",113831378,5,1,"0000001"
"7900",113831379,5,1,"0000001"
"7901",113831380,5,1,"0000001"
"7902",113831381,4,1,"0000001"
"7903",113831382,5,1,"0000001"
"7904",113831383,5,1,"0000001"
"7905",113831384,5,1,"0000001"
"7906",113831385,4,1,"0000001"
"7907",113831386,4,1,"0000001"
"7908",113831387,5,1,"0000001"
"7909",113831388,5,1,"0000001"
"7910",113831389,5,1,"0000001"
"7911",113831390,5,1,"0000001"
"7912",113831391,5,1,"0000001"
"7913",113831392,5,1,"0000001"
"7914",113831393,5,1,"0000001"
"7915",113831394,5,1,"0000001"
"7916",113831395,5,1,"0000001"
"7917",113831396,4,1,"0000001"
"7918",113831397,4,1,"0000001"
"7919",113831398,5,4,"0000001"
"7920",113831399,5,1,"0000001"
"7921",113831400,5,1,"0000001"
"7922",113831401,4,1,"0000001"
"7923",113831402,5,1,"0000001"
"7924",113831403,5,1,"0000001"
"7925",113831404,4,1,"0000001"
"7926",113831405,5,1,"0000001"
"7927",113831406,4,1,"0000001"
"7928",113831407,5,1,"0000001"
"7929",113831408,5,1,"0000001"
"7930",113831409,4,1,"0000001"
"7931",113831410,5,4,"0000001"
"7932",113831411,5,1,"0000001"
"7933",113831412,5,1,"0000001"
"7934",113831413,5,1,"0000001"
"7935",113831414,5,1,"0000001"
"7936",113831415,5,1,"0000001"
"7937",113831416,5,1,"0000001"
"7938",113831417,0,1,"0000001"
"7939",113831418,5,1,"0000001"
"7940",113831419,5,1,"0000001"
"7941",113831420,5,1,"0000001"
"7942",113831421,4,1,"0000001"
"7943",113831422,5,1,"0000001"
"7944",113831423,5,1,"0000001"
"7945",113831424,4,1,"0000001"
"7946",113831425,4,1,"0000001"
"7947",113831426,5,1,"0000001"
"7948",113831427,4,1,"0000001"
"7949",113831428,4,1,"0000001"
"7950",113831429,4,1,"0000001"
"7951",113831430,4,1,"0000001"
"7952",113831431,4,1,"0000001"
"7953",113831432,5,1,"0000001"
"7954",113831433,5,1,"0000001"
"7955",113831434,5,1,"0000001"
"7956",113831435,5,1,"0000001"
"7957",113831436,5,1,"0000001"
"7958",113831437,5,1,"0000001"
"7959",113831438,5,1,"0000001"
"7960",113831439,5,1,"0000001"
"7961",113831440,4,1,"0000001"
"7962",113831441,4,1,"0000001"
"7963",113831442,5,4,"0000001"
"7964",113831443,4,1,"0000001"
"7965",113831444,4,1,"0000001"
"7966",113831445,4,1,"0000001"
"7967",113831446,5,1,"0000001"
"7968",113831447,5,1,"0000001"
"7969",113831448,5,1,"0000001"
"7970",113831449,4,1,"0000001"
"7971",113831450,4,1,"0000001"
"7972",113831451,5,1,"0000001"
"7973",113831452,5,1,"0000001"
"7974",113831453,4,4,"0000001"
"7975",113831454,4,1,"0000001"
"7976",113831455,4,1,"0000001"
"7977",113831456,4,4,"0000001"
"7978",113831457,4,1,"0000001"
"7979",113831458,4,1,"0000001"
"7980",113831459,4,4,"0000001"
"7981",113831460,4,4,"0000001"
"7982",113831461,4,1,"0000001"
"7983",113831462,5,4,"0000001"
"7984",113831463,5,1,"0000001"
"7985",113831464,5,4,"0000001"
"7986",113831465,5,4,"0000001"
"7987",113831466,4,1,"0000001"
"7988",113831467,5,4,"0000001"
"7989",113831468,4,4,"0000001"
"7990",113831469,5,4,"0000001"
"7991",113831470,5,4,"0000001"
"7992",113831471,5,1,"0000001"
"7993",113831472,5,1,"0000001"
"7994",113831473,5,4,"0000001"
"7995",113831474,5,4,"0000001"
"7996",113831475,4,1,"0000001"
"7997",113831476,5,1,"0000001"
"7998",113831477,5,1,"0000001"
"7999",113831478,5,1,"0000001"
"8000",113831479,5,1,"0000001"
"8001",113831480,5,4,"0000001"
"8002",113831481,5,1,"0000001"
"8003",113831482,5,1,"0000001"
"8004",113831483,5,1,"0000001"
"8005",113831484,5,1,"0000001"
"8006",113831485,5,1,"0000001"
"8007",113831486,4,1,"0000001"
"8008",113831487,4,1,"0000001"
"8009",113831488,5,4,"0000001"
"8010",113831489,5,4,"0000001"
"8011",113831490,5,1,"0000001"
"8012",113831491,5,1,"0000001"
"8013",113831492,4,4,"0000001"
"8014",113831493,4,4,"0000001"
"8015",113831494,4,4,"0000001"
"8016",113831495,5,4,"0000001"
"8017",113831496,5,1,"0000001"
"8018",113831497,5,4,"0000001"
"8019",113831498,5,1,"0000001"
"8020",113831499,4,1,"0000001"
"8021",113831500,4,4,"0000001"
"8022",113831501,5,4,"0000001"
"8023",113831502,4,1,"0000001"
"8024",113831503,5,1,"0000001"
"8025",113831504,5,1,"0000001"
"8026",113831505,5,1,"0000001"
"8027",113831506,5,1,"0000001"
"8028",113831507,4,1,"0000001"
"8029",113831508,5,4,"0000001"
"8030",113831509,4,4,"0000001"
"8031",113831510,5,4,"0000001"
"8032",113831511,5,1,"0000001"
"8033",113831512,5,1,"0000001"
"8034",113831513,5,4,"0000001"
"8035",113831514,5,4,"0000001"
"8036",113831515,5,1,"0000001"
"8037",113831516,5,1,"0000001"
"8038",113831517,4,1,"0000001"
"8039",113831518,4,1,"0000001"
"8040",113831519,4,4,"0000001"
"8041",113831520,4,1,"0000001"
"8042",113831521,5,4,"0000001"
"8043",113831522,4,4,"0000001"
"8044",113831523,5,4,"0000001"
"8045",113831524,5,1,"0000001"
"8046",113831525,5,1,"0000001"
"8047",113831526,4,4,"0000001"
"8048",113831527,4,1,"0000001"
"8049",113831528,5,1,"0000001"
"8050",113831529,4,1,"0000001"
"8051",113831530,4,1,"0000001"
"8052",113831531,5,1,"0000001"
"8053",113831532,4,1,"0000001"
"8054",113831533,4,1,"0000001"
"8055",113831534,4,1,"0000001"
"8056",113831535,5,1,"0000001"
"8057",113831536,4,1,"0000001"
"8058",113831537,5,1,"0000001"
"8059",113831538,4,1,"0000001"
"8060",113831539,5,1,"0000001"
"8061",113831540,4,4,"0000001"
"8062",113831541,5,1,"0000001"
"8063",113831542,5,1,"0000001"
"8064",113831543,5,1,"0000001"
"8065",113831544,5,1,"0000001"
"8066",113831545,5,1,"0000001"
"8067",113831546,5,1,"0000001"
"8068",113831547,5,1,"0000001"
"8069",113831548,4,1,"0000001"
"8070",113831549,4,4,"0000001"
"8071",113831550,5,1,"0000001"
"8072",113831551,4,1,"0000001"
"8073",113831552,5,1,"0000001"
"8074",113831553,5,1,"0000001"
"8075",113831554,5,1,"0000001"
"8076",113831555,5,1,"0000001"
"8077",113831556,5,1,"0000001"
"8078",113831557,5,1,"0000001"
"8079",113831558,4,1,"0000001"
"8080",113831559,5,1,"0000001"
"8081",113831560,5,1,"0000001"
"8082",113831561,5,1,"0000001"
"8083",113831562,4,1,"0000001"
"8084",113831563,5,1,"0000001"
"8085",113831564,4,1,"0000001"
"8086",113831565,5,1,"0000001"
"8087",113831566,4,1,"0000001"
"8088",113831567,4,1,"0000001"
"8089",113831568,4,1,"0000001"
"8090",113831569,4,1,"0000001"
"8091",113831570,5,1,"0000001"
"8092",113831571,5,1,"0000001"
"8093",113831572,4,1,"0000001"
"8094",113831573,5,1,"0000001"
"8095",113831574,5,1,"0000001"
"8096",113831575,4,4,"0000001"
"8097",113831576,4,1,"0000001"
"8098",113831577,4,1,"0000001"
"8099",113831578,5,1,"0000001"
"8100",113831579,4,1,"0000001"
"8101",113831580,4,1,"0000001"
"8102",113831581,4,1,"0000001"
"8103",113831582,5,1,"0000001"
"8104",113831583,4,1,"0000001"
"8105",113831584,4,1,"0000001"
"8106",113831585,4,1,"0000001"
"8107",113831586,5,1,"0000001"
"8108",113831587,4,1,"0000001"
"8109",113831588,5,1,"0000001"
"8110",113831589,5,1,"0000001"
"8111",113831590,4,1,"0000001"
"8112",113831591,4,1,"0000001"
"8113",113831592,4,4,"0000001"
"8114",113831593,4,1,"0000001"
"8115",113831594,4,1,"0000001"
"8116",113831595,4,1,"0000001"
"8117",113831596,4,1,"0000001"
"8118",113831597,5,1,"0000001"
"8119",113831598,5,1,"0000001"
"8120",113831599,5,1,"0000001"
"8121",113831600,4,1,"0000001"
"8122",113831601,5,1,"0000001"
"8123",113831602,4,1,"0000001"
"8124",113831603,4,1,"0000001"
"8125",113831604,4,1,"0000001"
"8126",113831605,4,1,"0000001"
"8127",113831606,5,1,"0000001"
"8128",113831607,5,1,"0000001"
"8129",113831608,5,1,"0000001"
"8130",113831609,5,1,"0000001"
"8131",113831610,5,1,"0000001"
"8132",113831611,5,1,"0000001"
"8133",113831612,5,1,"0000001"
"8134",113831613,5,1,"0000001"
"8135",113831614,5,1,"0000001"
