B AGE CODE,B AREA CODE,B BAND SIZE CODE,B BAND STATUS CODE,B BAND TYPE CODE,B BIRD STATUS,B COMMENTS,B COORD PRECISION,B DIRECTION CODE,B EXTRA INFO CODE,B FLYWAY CODE,B HOW AGED CODE,B HOW CAPTURED,B HOW SEXED CODE,B LAT,B LAT FLOAT,B LON,B LON FLOAT,B MARKER LONG DESC,B PERMIT NUM,B REMARKS,B SEX CODE,B SPECIES ID,B SPECIES NAME,BAND ID,BANDING DATE,BANDING DAY,BANDING MONTH,BANDING YEAR,BEARING,DISTANCE,E AREA CODE,E CAPTURE TIME,E CERTIFICATE FLAG,E CERTIFICATE LANGUAGE,E COMMENTS,E COORD PRECISION,E COUNTRY CODE,E COUNTY CODE,E CREATE DATE,E CREATE MONTH,E CREATE YEAR,E DIRECTION CODE,E ENC COUNTY ORIGINAL,E FLYWAY CODE,E HOW CAPTURED,E HOW OBTAINED CODE,E LAT,E LAT FLOAT,E LOCATION DESCRIPTION,E LOCATION ID,E LON,E LON FLOAT,E MARKER LONG DESC,E PLACE NAME,E PRESENT CONDITION CODE,E REMARKS,E SPECIES ID,E SPECIES NAME,E STATE CODE,E WHO OBTAINED CODE,E WHY REPORTED CODE,ENC PERMIT,ENCOUNTER DATE,ENCOUNTER DAY,ENCOUNTER MONTH,ENCOUNTER YEAR,HSS,MIN AGE AT ENC,ORIGINAL BAND,OTHER BANDS,SAME 10 MIN BLOCK,REC_SOURCE,ENC ERROR
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897883,6/19/2006,19,6,2006,S,4.1,7,,Y,E,,10,US,,10/7/2006,10,2006,0,,2,,1,350,35.08333,CUT HAY FIELD,,922,-92.41667,<CLOB>,CONWAY,5,,,Canada Goose,5,21,7,,10/7/2006,7,10,2006,1,1.33,96897883,,Y,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,4,1720,Canada Goose,96897887,6/19/2006,19,6,2006,W,5.9,7,,N,E,lrm: A; verified coords;,0,US,29,12/6/2013 22:07,12,2013,0,29,2,,1,350,35.16314,"323McWilson Road Menifee, AR",,923,-92.52685,<CLOB>,Plumerville,5,,,Canada Goose,5,21,7,,12/6/2013,6,12,2013,8,8.5,96897887,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897888,6/19/2006,19,6,2006,W,10.1,7,,E,E,lrm: DM;,0,US,45,11/23/2013 16:49,11,2013,0,45,2,,1,350,35.09731,Arkansas River,,923,-92.59449,<CLOB>,Wooster,5,,,Canada Goose,5,21,7,,11/23/2013,23,11,2013,8,8.42,96897888,,N,DB,
0,52,8,0,11,3,,10,0,0,2,,,,400,40.08333,951,-95.25,,6208,,0,1720,Canada Goose,49827470,10/20/1954,20,10,1954,SE,448.7,7,,9,E,B#00000,10,US,0,1/1/1967,1,1967,0,,2,,1,342,34.41667,,,911,-91.25,<CLOB>,,3,,,,5,21,0,,12/20/1957,20,12,1957,4,3.5,49827470,,N,DB,
2,52,8,0,11,3,,10,0,0,2,,,,400,40.08333,951,-95.25,,6208,,0,1720,Canada Goose,49827710,11/7/1955,7,11,1955,SE,403.3,7,,9,E,B#00000,10,US,0,1/1/1967,1,1967,0,,2,,1,344,34.75,,,921,-92.25,<CLOB>,,3,,,,5,20,0,,12/30/1955,30,12,1955,1,0.5,49827710,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897871,6/19/2006,19,6,2006,S,4.1,7,,Y,E,,10,US,45,1/25/2011,1,2011,0,45,2,,1,350,35.08333,,,922,-92.41667,<CLOB>,CONWAY,5,,,CANADA GOOSE,5,21,7,,1/25/2011,25,1,2011,5,5.58,96897871,,Y,DB,
2,7,8,0,1,3,,0,0,0,2,,,,350,35.13722,922,-92.42806,,6569,,4,1720,Canada Goose,96897873,6/19/2006,19,6,2006,N,7.8,7,,Y,E,fndr sent corrected loc info;,10,US,45,9/2/2009 14:55,9,2009,0,49,2,,1,351,35.25,,,922,-92.41667,<CLOB>,Wooster,5,,,CANADA GOOSE,5,21,62,,9/1/2009,1,9,2009,4,3.25,96897873,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,4,1720,Canada Goose,96897806,6/19/2006,19,6,2006,S,4.1,7,,E,E,,10,US,45,12/15/2011,12,2011,0,0,2,,1,350,35.08333,CADRON CREEK,,922,-92.41667,<CLOB>,CONWAY,5,,,Unknown,5,21,7,,12/15/2011,15,12,2011,6,6.5,96897806,,Y,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,4,1720,Canada Goose,96897807,6/19/2006,19,6,2006,N,7.5,7,,Y,E,,10,US,45,1/24/2008,1,2008,0,,2,,1,351,35.25,,,922,-92.41667,<CLOB>,WOOSTER,5,,,CANADA GOOSE,5,21,61,,1/24/2008,24,1,2008,2,2.58,96897807,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897808,6/19/2006,19,6,2006,N,7.5,7,,E,E,,10,US,45,1/19/2010,1,2010,0,45,2,,1,351,35.25,,,922,-92.41667,<CLOB>,GREENBRIER,5,,,CANADA GOOSE,5,21,61,,1/17/2010,17,1,2010,4,4.58,96897808,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897813,6/19/2006,19,6,2006,SW,9.8,7,,Y,E,,10,US,45,9/4/2010,9,2010,0,45,2,,1,350,35.08333,,,923,-92.58333,<CLOB>,CONWAY,5,,,CANADA GOOSE,5,21,61,,9/4/2010,4,9,2010,5,5.25,96897813,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,4,1720,Canada Goose,96897820,6/19/2006,19,6,2006,SW,9.8,7,,Y,E,,10,US,29,2/2/2011,2,2011,0,29,2,,1,350,35.08333,,,923,-92.58333,<CLOB>,MENIFEE,5,,,CANADA GOOSE,5,21,61,,1/27/2011,27,1,2011,5,5.58,96897820,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897822,6/19/2006,19,6,2006,S,4.1,7,,Y,E,,10,US,45,5/8/2010,5,2010,0,45,2,,50,350,35.08333,,,922,-92.41667,<CLOB>,CONWAY,4,,,UNKNOWN,5,21,61,,5/7/2010,7,5,2010,99,,96897822,,Y,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897828,6/19/2006,19,6,2006,N,7.5,7,,Y,E,,10,US,45,9/29/2009,9,2009,0,45,2,,1,351,35.25,CATTLE FARM,,922,-92.41667,<CLOB>,WOOSTER,5,,,CANADA GOOSE,5,21,7,,9/29/2009,29,9,2009,4,4.25,96897828,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897829,6/19/2006,19,6,2006,N,7.5,7,,Y,E,,10,US,45,9/9/2009,9,2009,0,45,2,,1,351,35.25,,,922,-92.41667,<CLOB>,WOOSTER,5,,,CANADA GOOSE,5,21,61,,9/8/2009,8,9,2009,4,4.25,96897829,,N,DB,
2,7,8,0,1,3,,0,0,0,2,,,,350,35.13722,922,-92.42806,,6569,,4,1720,Canada Goose,96897834,6/19/2006,19,6,2006,S,3.8,7,,Y,E,,10,US,45,11/26/2007 16:02,11,2007,0,,2,,1,350,35.08333,,,922,-92.41667,<CLOB>,Conway,5,,,CANADA GOOSE,5,21,62,,10/6/2007,6,10,2007,2,1.33,96897834,,Y,DB,
2,7,8,0,1,3,,0,0,0,2,,,,350,35.13722,922,-92.42806,,6569,,4,1720,Canada Goose,96897836,6/19/2006,19,6,2006,S,3.8,7,,Y,E,,10,US,,9/29/2007,9,2007,0,,2,,1,350,35.08333,GOOSE POND,,922,-92.41667,<CLOB>,CONWAY,5,,,LARGE CANADA GOOSE,5,21,7,,9/29/2007,29,9,2007,2,1.25,96897836,,Y,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,4,1720,Canada Goose,96897837,6/19/2006,19,6,2006,S,4.1,7,,Y,E,,10,US,,9/15/2007,9,2007,0,,2,,1,350,35.08333,GOOSE POND,,922,-92.41667,<CLOB>,CONWAY,5,,,CANADA GOOSE,5,21,7,,9/15/2007,15,9,2007,2,2.25,96897837,,Y,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897842,6/19/2006,19,6,2006,NE,63.3,7,,Y,E,,10,US,63,3/11/2008,3,2008,0,,2,,1,354,35.75,,,913,-91.58333,<CLOB>,Greenbriar,5,,,CANADA GOOSE,5,21,61,,,99,1,2008,2,2.58,96897842,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,4,1720,Canada Goose,96897843,6/19/2006,19,6,2006,S,4.1,7,,Y,E,,10,US,45,9/2/2007,9,2007,0,,2,,1,350,35.08333,,,922,-92.41667,<CLOB>,CONWAY,3,,,CANADA GOOSE,5,21,61,,9/1/2007,1,9,2007,2,2.25,96897843,,Y,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897844,6/19/2006,19,6,2006,SW,9.8,7,,Y,E,,10,US,45,9/12/2010,9,2010,0,105,2,,1,350,35.08333,,,923,-92.58333,<CLOB>,CONWAY,5,,,CANADA GOOSE,5,21,61,,9/12/2010,12,9,2010,5,5.25,96897844,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,4,1720,Canada Goose,96897845,6/19/2006,19,6,2006,SW,9.8,7,,Y,E,,10,US,,1/21/2007,1,2007,0,,2,,1,350,35.08333,TOAD SUCK,,923,-92.58333,<CLOB>,CONWAY,5,,,Canada Goose,5,21,7,,1/21/2007,21,1,2007,1,1.58,96897845,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897846,6/19/2006,19,6,2006,W,7.3,7,,E,E,,11,US,29,12/12/2013,12,2013,0,29,2,,1,350,35.13391,PRIVATE LAND,,923,-92.55405,<CLOB>,MENIFEE,5,,,CANADIAN GOOSE,5,21,61,,,99,99,2012,99,6.58,96897846,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897848,6/19/2006,19,6,2006,N,7.5,7,,Y,E,,10,US,45,9/8/2009 13:09,9,2009,0,45,2,,1,351,35.25,,,922,-92.41667,<CLOB>,Wooster,5,,,CANADA GOOSE,5,21,62,,9/8/2009,8,9,2009,4,4.25,96897848,,N,DB,
2,7,8,0,1,3,,0,0,0,2,,,,350,35.13722,922,-92.42806,,6569,,5,1720,Canada Goose,96897853,6/19/2006,19,6,2006,S,3.8,7,,Y,E,,10,US,,10/8/2006,10,2006,0,,2,,1,350,35.08333,,,922,-92.41667,<CLOB>,CONWAY,3,,,CANADA GOOSE,5,21,61,,10/8/2006,8,10,2006,1,0.33,96897853,,Y,DB,
2,7,8,0,1,3,,0,0,0,2,,,,350,35.13722,922,-92.42806,,6569,,4,1720,Canada Goose,96897854,6/19/2006,19,6,2006,S,3.8,7,,Y,E,,10,US,,9/15/2007,9,2007,0,,2,,1,350,35.08333,GOOSE POND,,922,-92.41667,<CLOB>,CONWAY,5,,,CANADA GOOSE,5,21,7,,9/15/2007,15,9,2007,2,1.25,96897854,,Y,DB,
2,7,8,0,1,3,,0,0,0,2,,,,350,35.13722,922,-92.42806,,6569,,5,1720,Canada Goose,96897859,6/19/2006,19,6,2006,S,3.8,7,,Y,E,assigned 10 min blk of loc des ;,10,US,45,2/10/2010,2,2010,0,45,2,,1,350,35.08333,1/4 MILE NORTH OF BEAVER FORK LAKE,,922,-92.41667,<CLOB>,Wooster,5,,,CANADA GOOSE,5,21,7,,1/20/2010,20,1,2010,4,3.58,96897859,,Y,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897860,6/19/2006,19,6,2006,W,18.8,7,,Y,E,,10,US,,1/31/2007,1,2007,0,,2,,1,350,35.08333,,,924,-92.75,<CLOB>,MORRILTON,3,,,CANADA GOOSE,5,21,61,,1/31/2007,31,1,2007,1,1.58,96897860,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,4,1720,Canada Goose,96897861,6/19/2006,19,6,2006,W,19.8,7,,Y,E,,10,US,,2/4/2007,2,2007,0,,2,,1,351,35.25,,,924,-92.75,<CLOB>,MORRILTON,3,,,CANADA GOOSE,5,21,61,,2/4/2007,4,2,2007,1,1.67,96897861,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897867,6/19/2006,19,6,2006,S,4.1,7,,E,E,,10,US,45,11/1/2011 10:35,11,2011,0,45,2,,1,350,35.08333,,,922,-92.41667,<CLOB>,CONWAY,5,,,CANADA GOOSE,5,21,62,,9/29/2011,29,9,2011,6,6.25,96897867,,Y,DB,
2,7,8,0,1,3,,0,0,0,2,,,,350,35.13722,922,-92.42806,,6569,,5,1720,Canada Goose,96897868,6/19/2006,19,6,2006,NE,21.7,7,,Y,E,,10,US,141,9/2/2007,9,2007,0,,2,,1,352,35.41667,,,921,-92.25,<CLOB>,Gravesville,3,,,CANADA GOOSE,5,21,61,,9/2/2007,2,9,2007,2,1.25,96897868,,N,DB,
2,7,8,0,1,3,,0,0,0,2,,,,350,35.13722,922,-92.42806,,6569,,4,1720,Canada Goose,96897869,6/19/2006,19,6,2006,N,7.8,7,,Y,E,,10,US,45,1/20/2010,1,2010,0,45,2,,1,351,35.25,PRIVATE RICEFIELD,,922,-92.41667,<CLOB>,WOOSTER,5,,,CANADA GOOSE,5,21,7,,1/20/2010,20,1,2010,4,3.58,96897869,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897892,6/19/2006,19,6,2006,W,18.8,7,,Y,E,,10,US,29,12/11/2010,12,2010,0,29,2,,1,350,35.08333,,,924,-92.75,<CLOB>,MORRILTON,5,,,CANADA GOOSE,5,21,61,,12/11/2010,11,12,2010,5,5.5,96897892,,N,DB,
2,7,8,0,1,3,,0,0,0,2,,,,350,35.13722,922,-92.42806,,6569,,5,1720,Canada Goose,96897898,6/19/2006,19,6,2006,N,7.8,7,,Y,E,,10,US,45,9/1/2010,9,2010,0,45,2,,1,351,35.25,,,922,-92.41667,<CLOB>,GREENBRIER,5,,,CANADA GOOSE,5,21,61,,9/1/2010,1,9,2010,5,4.25,96897898,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897899,6/19/2006,19,6,2006,SW,9.8,7,,Y,E,,10,US,29,2/15/2011,2,2011,0,0,2,,1,350,35.08333,,,923,-92.58333,<CLOB>,MENIFEE,5,,,CANADA GOOSE,5,21,61,,1/27/2011,27,1,2011,5,5.58,96897899,,N,DB,
1,7,8,0,1,3,Mod. per 06569_201307091649B;,0,0,0,2,,,,350,35.14167,922,-92.425,,6569,,5,1720,Canada Goose,96897900,6/19/2006,19,6,2006,SW,9.8,7,,E,E,email address corrected,10,US,105,9/25/2008,9,2008,0,,2,,1,350,35.08333,,,923,-92.58333,<CLOB>,Arkansas River,5,,,CANADA GOOSE,5,21,61,,9/1/2008,1,9,2008,3,3.25,96897900,,N,DB,
1,14,8,0,1,3,,1,0,0,4,,,,413,41.60833,1204,-120.675,,6716,,5,1720,Canada Goose,91845019,6/9/1999,9,6,1999,E,1706.8,7,,9,E,,10,US,35,1/20/2007,1,2007,0,,2,,1,350,35.08333,,,900,-90.08333,<CLOB>,Lehi,3,,,CANADA GOOSE,5,21,61,,1/19/2007,19,1,2007,8,8.58,91845019,,N,DB,
1,7,8,0,1,3,,0,0,0,2,,,,341,34.24167,931,-93.20806,,6569,,5,1720,Canada Goose,103874678,6/25/2007,25,6,2007,W,2.5,7,,Y,E,,10,US,59,2/7/2010,2,2010,0,59,2,,1,341,34.25,,,931,-93.25,<CLOB>,BISMARCK,5,,,CANADA GOOSE,5,21,61,,1/31/2010,31,1,2010,3,3.58,103874678,,Y,DB,
4,7,8,0,1,3,,0,0,0,2,,,,341,34.24167,931,-93.20806,,6569,,5,1720,Canada Goose,103874685,6/25/2007,25,6,2007,W,2.5,7,,Y,E,,10,US,59,9/3/2007,9,2007,0,,2,,1,341,34.25,,,931,-93.25,<CLOB>,BISMARCK,3,,,CANADA GOOSE,5,21,61,,9/2/2007,2,9,2007,1,0.25,103874685,,Y,DB,
4,7,8,0,1,3,,0,0,0,2,,,,341,34.24167,931,-93.20806,,6569,,4,1720,Canada Goose,103874686,6/25/2007,25,6,2007,W,2.5,7,,Y,E,,10,US,59,9/3/2007,9,2007,0,,2,,1,341,34.25,,,931,-93.25,<CLOB>,BISMARCK,3,,,CANADA GOOSE,5,21,61,,9/2/2007,2,9,2007,1,0.25,103874686,,Y,DB,
4,7,8,0,1,3,,0,0,0,2,,,,341,34.24167,931,-93.20806,,6569,,4,1720,Canada Goose,103874688,6/25/2007,25,6,2007,N,24.6,7,,Y,E,,10,US,51,1/8/2009,1,2009,0,,2,,1,343,34.58333,,,930,-93.08333,<CLOB>,HOT SPRINGS,5,,,CANADA GOOSE,5,21,61,,1/8/2009,8,1,2009,2,1.58,103874688,,N,DB,
4,7,8,0,1,3,,0,0,0,2,,,,341,34.24167,931,-93.20806,,6569,,4,1720,Canada Goose,103874689,6/25/2007,25,6,2007,W,2.5,7,,Y,E,,10,US,59,1/2/2009,1,2009,0,,2,,1,341,34.25,,,931,-93.25,<CLOB>,BISMARCK,5,,,CANADA GOOSE,5,21,61,,1/2/2009,2,1,2009,2,1.58,103874689,,Y,DB,
1,7,8,0,1,3,,0,0,0,2,,,,341,34.24167,931,-93.20806,,6569,,4,1720,Canada Goose,103874691,6/25/2007,25,6,2007,W,2.5,7,,Y,E,,10,US,59,9/3/2007,9,2007,0,,2,,1,341,34.25,,,931,-93.25,<CLOB>,BISMARCK,3,,,CANADA GOOSE,5,21,61,,9/2/2007,2,9,2007,1,1.25,103874691,,Y,DB,
1,7,8,0,1,3,,0,0,0,2,,,,341,34.24167,931,-93.20806,,6569,,4,1720,Canada Goose,103874692,6/25/2007,25,6,2007,E,7.1,7,,Y,E,,10,US,19,9/16/2010 10:00,9,2010,0,19,2,,1,341,34.25,,,930,-93.08333,<CLOB>,Caddo Valley,5,,,CAGO,5,21,62,,9/15/2010,15,9,2010,4,4.25,103874692,,N,DB,
1,7,8,0,1,3,,0,0,0,2,,,,341,34.24167,931,-93.20806,,6569,,4,1720,Canada Goose,103874695,6/25/2007,25,6,2007,W,2.5,7,,Y,E,,10,US,59,1/12/2008,1,2008,0,,2,,1,341,34.25,,,931,-93.25,<CLOB>,Bismarck,5,,,CANADA GOOSE,5,21,61,,1/12/2008,12,1,2008,1,1.58,103874695,,Y,DB,
1,7,8,0,1,3,,0,0,0,2,,,,341,34.24167,931,-93.20806,,6569,,4,1720,Canada Goose,103874697,6/25/2007,25,6,2007,E,7.1,7,,Y,E,,10,US,19,9/16/2010 12:08,9,2010,0,19,2,,1,341,34.25,,,930,-93.08333,<CLOB>,CADDO VALLEY,5,,,CANADA GOOSE,5,21,62,,9/15/2010,15,9,2010,4,4.25,103874697,,N,DB,
4,7,8,0,1,3,,0,0,0,2,,,,341,34.24167,931,-93.20806,,6569,,4,1720,Canada Goose,103874704,6/25/2007,25,6,2007,SE,2.8,7,,E,E,,11,US,59,11/22/2014,11,2014,0,59,2,,1,341,34.21464,,,931,-93.17073,<CLOB>,BISMARCK,5,,,CANADA GOOSE,5,21,61,,11/22/2014,22,11,2014,8,7.42,103874704,,Y,DB,
1,7,8,0,1,3,,0,0,0,2,,,,341,34.24167,931,-93.20806,,6569,,4,1720,Canada Goose,103874707,6/25/2007,25,6,2007,NE,1.6,7,,E,E,lrm: D;,11,US,59,9/2/2014 18:50,9,2014,0,59,2,,1,341,34.26259,Degray Lake,,931,-93.19749,<CLOB>,Bismarck,5,,,Canada Goose,5,21,7,,9/1/2014,1,9,2014,8,8.25,103874707,,Y,DB,
1,7,8,0,1,3,,0,0,0,2,,,,341,34.24167,931,-93.20806,,6569,,5,1720,Canada Goose,103874711,6/25/2007,25,6,2007,NE,14,7,,Y,E,,10,US,51,1/3/2010,1,2010,0,59,2,,1,342,34.41667,,,930,-93.08333,<CLOB>,HOT SPRINGS,5,,,CANADA GOOSE,5,21,61,,1/3/2010,3,1,2010,3,3.58,103874711,,N,DB,
1,7,8,0,1,3,,0,0,0,2,,,,334,33.68667,935,-93.97833,,6569,,5,1720,Canada Goose,103874718,6/26/2007,26,6,2007,N,16.3,7,,Y,E,KILLED WITH OTHER BANDED BIRDS,10,US,61,9/1/2008,9,2008,0,,2,,1,335,33.91667,JOHNSON'S FARM,,935,-93.91667,<CLOB>,MINERAL SPRINGS,5,,,LARGE CANADA GOOSE,5,21,7,,9/1/2008,1,9,2008,2,2.25,103874718,,N,DB,
1,7,8,0,1,3,,0,0,0,2,,,,334,33.68667,935,-93.97833,,6569,,4,1720,Canada Goose,103874720,6/26/2007,26,6,2007,NE,5.6,7,,Y,E,DESC & PLACE ARE IN SAME 10 MIN BLK -- MP,10,US,81,12/4/2008,12,2008,0,,2,,1,334,33.75,MILLWOOD LAKE,,935,-93.91667,<CLOB>,ASHDOWN,5,,,CANADA GOOSE,5,21,7,,,54,12,2008,99,,103874720,,Y,DB,
1,7,8,0,1,3,,0,0,0,2,,,,334,33.68667,935,-93.97833,,6569,,4,1720,Canada Goose,103874721,6/26/2007,26,6,2007,N,16.3,7,,Y,E,,10,US,61,9/1/2008,9,2008,0,,2,,1,335,33.91667,MILLWOOD LAKE,,935,-93.91667,<CLOB>,MINERAL SPRINGS,5,,,CANADA GOOSE,5,21,7,,9/1/2008,1,9,2008,2,2.25,103874721,,N,DB,
1,7,8,0,1,3,,0,0,0,2,,,,334,33.68667,935,-93.97833,,6569,,4,1720,Canada Goose,103874723,6/26/2007,26,6,2007,NW,7.4,7,,Y,E,,10,US,81,9/1/2008,9,2008,0,,2,,1,334,33.75,,,940,-94.08333,<CLOB>,ASHDOWN,5,,,CANADA GOOSE,5,21,61,,9/1/2008,1,9,2008,2,2.25,103874723,,N,DB,
1,7,8,0,1,3,,0,0,0,2,,,,334,33.68667,935,-93.97833,,6569,,4,1720,Canada Goose,103874724,6/26/2007,26,6,2007,N,16.3,7,,Y,E,,10,US,61,9/1/2008,9,2008,0,,2,,1,335,33.91667,MILLWOOD LAKE,,935,-93.91667,<CLOB>,MINERAL SPRINGS,5,,,CANADA GOOSE,5,21,7,,9/1/2008,1,9,2008,2,2.25,103874724,,N,DB,
1,7,8,0,1,3,,0,0,0,2,,,,334,33.68667,935,-93.97833,,6569,,5,1720,Canada Goose,103874728,6/26/2007,26,6,2007,N,16.3,7,,Y,E,,10,US,61,9/1/2008,9,2008,0,,2,,1,335,33.91667,,,935,-93.91667,<CLOB>,MINERAL SPRINGS,5,,,CANADA GOOSE,5,21,61,,9/1/2008,1,9,2008,2,2.25,103874728,,N,DB,
4,7,8,0,1,3,,0,0,0,2,,,,334,33.68667,935,-93.97833,,6569,,4,1720,Canada Goose,103874732,6/26/2007,26,6,2007,N,16.3,7,,Y,E,,10,US,61,1/4/2009,1,2009,0,,2,,1,335,33.91667,JOHNSON'S FARM,,935,-93.91667,<CLOB>,MINERAL SPRINGS,5,,,CANADA GOOSE,5,21,7,,1/3/2009,3,1,2009,2,1.58,103874732,,N,DB,
4,7,8,0,1,3,,0,0,0,2,,,,334,33.68667,935,-93.97833,,6569,,4,1720,Canada Goose,103874733,6/26/2007,26,6,2007,SE,32.9,7,,Y,E,,10,US,91,12/27/2007,12,2007,0,,2,,1,331,33.25,SULPHER RIVER WMA,,934,-93.75,<CLOB>,FOUKE,5,,,CANADA GOOSE,5,21,7,,12/26/2007,26,12,2007,1,0.5,103874733,,N,DB,
4,7,8,0,1,3,,0,0,0,2,,,,334,33.68667,935,-93.97833,,6569,,5,1720,Canada Goose,103874735,6/26/2007,26,6,2007,NE,5.6,7,,Y,E,,10,US,61,9/2/2007,9,2007,0,,2,,1,334,33.75,MILLWOOD LAKE,,935,-93.91667,<CLOB>,MINERAL SPRINGS,3,,,CANADA GOOSE,5,21,61,,9/2/2007,2,9,2007,1,0.25,103874735,,Y,DB,
1,7,8,0,1,3,,0,0,0,2,,,,334,33.68667,935,-93.97833,,6569,,4,1720,Canada Goose,103874739,6/26/2007,26,6,2007,NE,5.6,7,,E,E,,10,US,81,4/6/2009,4,2009,0,81,2,,45,334,33.75,,,935,-93.91667,<CLOB>,ASHDOWN,5,,,CANADA GOOSE,5,21,61,,4/5/2009,5,4,2009,2,2.83,103874739,,Y,DB,
1,7,8,0,1,3,,0,0,0,2,,,,334,33.68667,935,-93.97833,,6569,,5,1720,Canada Goose,103874740,6/26/2007,26,6,2007,E,150.6,7,,Y,E,,10,US,17,10/11/2007,10,2007,0,,2,,1,331,33.25,,,912,-91.41667,<CLOB>,ASHTOWN,3,,,CANADA GOOSE,5,21,61,,9/1/2007,1,9,2007,1,1.25,103874740,,N,DB,
1,7,8,0,1,3,,0,0,0,2,,,,334,33.68667,935,-93.97833,,6569,,5,1720,Canada Goose,103874741,6/26/2007,26,6,2007,N,16.3,7,,E,E,,10,US,61,1/26/2009,1,2009,0,,2,,1,335,33.91667,,,935,-93.91667,<CLOB>,TOLLETTE,5,,,CANADA GOOSE,5,21,61,,1/25/2009,25,1,2009,2,2.58,103874741,,N,DB,
1,7,8,0,1,3,,0,0,0,2,,,,334,33.68667,935,-93.97833,,6569,,5,1720,Canada Goose,103874743,6/26/2007,26,6,2007,NE,5.8,7,,Y,E,USED 1 MIN BLK OF DESC -- MP,1,US,57,1/22/2009,1,2009,0,,2,,1,334,33.75833,1 MILE SOUTH OF MILLWOOD LAKE,,935,-93.925,<CLOB>,Saratoga,5,,,CANADA GOOSE,5,21,7,,1/22/2009,22,1,2009,2,2.58,103874743,,Y,DB,
1,7,8,0,1,3,,0,0,0,2,,,,334,33.68667,935,-93.97833,,6569,,5,1720,Canada Goose,103874744,6/26/2007,26,6,2007,SE,32.9,7,,Y,E,assigned 10 min blk of loc des;,10,US,91,1/21/2011,1,2011,0,0,2,,1,331,33.25,KELLEY LAKE,,934,-93.75,<CLOB>,Garland,5,,,CANADA GOOSE,5,21,7,,12/28/2010,28,12,2010,4,4.5,103874744,,N,DB,
