B AGE CODE,B AREA CODE,B BAND SIZE CODE,B BAND STATUS CODE,B BAND TYPE CODE,B BIRD STATUS,B COMMENTS,B COORD PRECISION,B DIRECTION CODE,B EXTRA INFO CODE,B FLYWAY CODE,B HOW AGED CODE,B HOW CAPTURED,B HOW SEXED CODE,B LAT,B LAT FLOAT,B LON,B LON FLOAT,B MARKER LONG DESC,B PERMIT NUM,B REMARKS,B SEX CODE,B SPECIES ID,B SPECIES NAME,BAND ID,BANDING DATE,BANDING DAY,BANDING MONTH,BANDING YEAR,BEARING,DISTANCE,E AREA CODE,E CAPTURE TIME,E CERTIFICATE FLAG,E CERTIFICATE LANGUAGE,E COMMENTS,E COORD PRECISION,E COUNTRY CODE,E COUNTY CODE,E CREATE DATE,E CREATE MONTH,E CREATE YEAR,E DIRECTION CODE,E ENC COUNTY ORIGINAL,E FLYWAY CODE,E HOW CAPTURED,E HOW OBTAINED CODE,E LAT,E LAT FLOAT,E LOCATION DESCRIPTION,E LOCATION ID,E LON,E LON FLOAT,E MARKER LONG DESC,E PLACE NAME,E PRESENT CONDITION CODE,E REMARKS,E SPECIES ID,E SPECIES NAME,E STATE CODE,E WHO OBTAINED CODE,E WHY REPORTED CODE,ENC PERMIT,ENCOUNTER DATE,ENCOUNTER DAY,ENCOUNTER MONTH,ENCOUNTER YEAR,HSS,MIN AGE AT ENC,ORIGINAL BAND,OTHER BANDS,SAME 10 MIN BLOCK,REC_SOURCE,ENC ERROR
4,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888564,6/28/2002,28,6,2002,E,9.4,7,,,,B#04285; C#4104,10,US,0,10/11/2004,10,2004,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,3,,,,5,21,6,,10/7/2004,7,10,2004,3,2.33,97888564,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97888565,6/28/2002,28,6,2002,E,9.4,7,,,,B#02288; C#4102,10,US,0,10/15/2002,10,2002,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,5,,,,5,21,7,,10/11/2002,11,10,2002,1,0.33,97888565,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888566,6/28/2002,28,6,2002,E,9.4,7,,,,B#02298; C#4302,10,US,0,10/25/2002,10,2002,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,5,,,,5,21,6,,10/9/2002,9,10,2002,1,0.33,97888566,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97888570,6/28/2002,28,6,2002,,0,7,,Y,E,,10,US,,10/11/2006,10,2006,0,,2,,1,351,35.25,,,931,-93.25,<CLOB>,RUSSELLVILLE,3,,,CANADA GOOSE,5,21,61,,9/30/2006,30,9,2006,5,4.25,97888570,,Y,DB,
4,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888571,6/28/2002,28,6,2002,E,9.4,7,,,,B#03021; C#0303,10,US,0,1/21/2003,1,2003,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,3,,,,5,21,6,,1/18/2003,18,1,2003,1,0.58,97888571,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888572,6/28/2002,28,6,2002,E,9.4,7,,,,B#02349; C#5002,10,US,0,12/15/2002,12,2002,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,3,,,,5,21,6,,,99,94,2002,1,0.25,97888572,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888574,6/28/2002,28,6,2002,NW,22,7,,,,B#02280; C#4002,10,US,0,10/7/2002,10,2002,0,,2,,1,352,35.41667,,,933,-93.58333,<CLOB>,,5,,,,5,21,6,,10/6/2002,6,10,2002,1,1.33,97888574,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97888579,6/28/2002,28,6,2002,W,9.4,7,,,,B#04026; C#0404,10,US,0,1/26/2004,1,2004,0,,2,,1,351,35.25,,,932,-93.41667,<CLOB>,,3,,,,5,21,6,,1/18/2004,18,1,2004,2,2.58,97888579,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97888581,6/28/2002,28,6,2002,E,9.4,7,,,,B#04285; C#4104,10,US,0,10/11/2004,10,2004,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,3,,,,5,21,6,,10/7/2004,7,10,2004,3,2.33,97888581,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97888582,6/28/2002,28,6,2002,E,9.4,7,,,,B#04280; C#4004,10,US,0,10/6/2004,10,2004,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,3,,,,5,21,6,,10/4/2004,4,10,2004,3,3.33,97888582,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97888583,6/28/2002,28,6,2002,NW,22,7,,,,B#02287; C#4102,10,US,0,10/14/2002,10,2002,0,,2,,1,352,35.41667,,,933,-93.58333,<CLOB>,,3,,,,5,21,6,,10/6/2002,6,10,2002,1,1.33,97888583,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888584,6/28/2002,28,6,2002,E,9.4,7,,,,B#03279; C#4003,10,US,0,10/6/2003,10,2003,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,5,,,,5,21,6,,,99,94,2002,1,0.25,97888584,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888585,6/28/2002,28,6,2002,N,23,7,,,,B#05034; C#0505,10,US,0,2/3/2005,2,2005,0,,2,,1,353,35.58333,,,931,-93.25,<CLOB>,,3,,,,5,21,6,,2/1/2005,1,2,2005,3,3.67,97888585,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97888586,6/28/2002,28,6,2002,E,9.4,7,,,,B#04285; C#4104,10,US,0,10/11/2004,10,2004,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,3,,,,5,21,6,,10/6/2004,6,10,2004,3,3.33,97888586,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888587,6/28/2002,28,6,2002,E,9.4,7,,,,B#04285; C#4104,10,US,0,10/11/2004,10,2004,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,3,,,,5,21,6,,10/8/2004,8,10,2004,3,2.33,97888587,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97888592,6/28/2002,28,6,2002,E,18.8,7,,Y,E,mod to sound alike county name;,10,US,115,1/27/2011,1,2011,0,113,2,,1,351,35.25,,,925,-92.91667,<CLOB>,Pottsville,5,,,CANADA GOOSE,5,21,61,,1/27/2011,27,1,2011,9,9.58,97888592,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97888593,6/28/2002,28,6,2002,N,22.9,7,,E,E,,11,US,115,11/28/2012,11,2012,0,113,2,,1,353,35.56853,,,930,-93.13379,<CLOB>,Russellville,5,,,CANADA GOOSE,5,21,61,,11/24/2012,24,11,2012,11,11.42,97888593,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97888596,6/28/2002,28,6,2002,E,9.4,7,,,,B#02288; C#4102,10,US,0,10/15/2002,10,2002,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,5,,,,5,21,7,,10/5/2002,5,10,2002,1,1.33,97888596,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888600,6/28/2002,28,6,2002,E,6.8,7,,E,E,Enc created from Marker ID#: 17529; band number per 19B4;;,11,US,115,9/3/2013 14:09,9,2013,0,0,2,,29,351,35.27842,BONA DEA TRAIL,,930,-93.13379,<CLOB>,RUSSELLVILLE,7,WITH BABIES,,Canada Goose,5,21,13,,5/20/2012,20,5,2012,10,10.92,97888600,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888600,6/28/2002,28,6,2002,NE,9.6,7,,E,E,,11,US,115,3/21/2014,3,2014,0,115,2,,17,352,35.35095,,,930,-93.13379,<CLOB>,RUSSELLVILLE,5,,,CANADIAN GOOSE,5,21,61,,3/21/2014,21,3,2014,12,12.75,97888600,,N,DB,
4,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,934,-93.75,,6569,,4,1720,Canada Goose,97888609,6/19/2003,19,6,2003,W,9.4,7,,Y,E,,10,US,,1/20/2007,1,2007,0,,2,,1,352,35.41667,,,935,-93.91667,<CLOB>,OZARK,3,,,CANADA GOOSE,5,21,61,,1/20/2007,20,1,2007,4,3.58,97888609,,N,DB,
4,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,934,-93.75,,6569,,4,1720,Canada Goose,97888610,6/19/2003,19,6,2003,W,18.8,7,,,,B#06029; C#0506,10,US,0,2/4/2006,2,2006,0,,2,,1,352,35.41667,,,940,-94.08333,<CLOB>,,3,,,,5,21,6,,1/23/2006,23,1,2006,3,2.58,97888610,,N,DB,
4,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,934,-93.75,,6569,,4,1720,Canada Goose,97888621,6/19/2003,19,6,2003,W,8.4,7,,E,E,lrm: M;,0,US,47,1/26/2014 10:39,1,2014,0,47,2,,1,352,35.45111,,,935,-93.89305,<CLOB>,Cecil,5,,,Canada Goose,5,21,7,,1/26/2014,26,1,2014,11,10.58,97888621,,N,DB,
4,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,934,-93.75,,6569,,4,1720,Canada Goose,97888624,6/19/2003,19,6,2003,SE,84.3,7,,Y,E,assigned state cp (town and county mismatch);;,12,US,149,1/3/2011 9:20,1,2011,0,149,2,,1,344,34.75037,,,923,-92.50044,<CLOB>,Hosana,5,,,CANADA GOOSE,5,21,62,,1/3/2011,3,1,2011,8,7.58,97888624,,N,DB,
4,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,934,-93.75,,6569,,5,1720,Canada Goose,97888632,6/19/2003,19,6,2003,SE,29.7,7,,Y,E,,10,US,149,1/1/2008,1,2008,0,,2,,1,350,35.08333,,,932,-93.41667,<CLOB>,DANVILLE,5,,,CANADA GOOSE,5,21,61,,1/1/2008,1,1,2008,5,4.58,97888632,,N,DB,
1,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,934,-93.75,,6569,,5,1720,Canada Goose,97888635,6/19/2003,19,6,2003,E,39.3,7,,,,B#05023; C#0305,10,US,0,1/23/2005,1,2005,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,3,,,,5,21,6,,1/22/2005,22,1,2005,2,2.58,97888635,,N,DB,
4,7,8,0,1,3,,10,0,0,2,,,,352,35.41667,934,-93.75,,6569,,4,1720,Canada Goose,97888636,6/19/2003,19,6,2003,W,20.8,7,,E,E,,11,US,33,9/1/2013,9,2013,0,47,2,,1,353,35.50064,private land,,940,-94.1048,<CLOB>,mulberry,5,,,CANADIAN GOOSE,5,21,61,,9/1/2013,1,9,2013,11,10.25,97888636,,N,DB,
4,76,8,0,1,3,,10,0,0,6,,,,583,58.58333,682,-68.41667,,10410,,4,1720,Canada Goose,97815071,8/2/2003,2,8,2003,SW,1903.5,7,,,,B#06024; C#0406,10,US,0,1/28/2006,1,2006,0,,2,,1,350,35.08333,,,901,-90.25,<CLOB>,,3,,,,5,21,6,,1/22/2006,22,1,2006,3,2.58,97815071,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97888524,6/27/2002,27,6,2002,E,9.4,7,,,,B#04291; C#4204,10,US,0,10/17/2004,10,2004,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,3,,,,5,21,6,,10/9/2004,9,10,2004,3,3.33,97888524,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97888528,6/27/2002,27,6,2002,,0,7,,,,B#04014; C#0204,10,US,0,1/14/2004,1,2004,0,,2,,1,351,35.25,,,931,-93.25,<CLOB>,,3,,,,5,21,6,,1/11/2004,11,1,2004,2,2.58,97888528,,Y,DB,
4,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888529,6/27/2002,27,6,2002,N,11.5,7,,,,B#03009; C#0203,10,US,0,1/9/2003,1,2003,0,,2,,1,352,35.41667,,,931,-93.25,<CLOB>,,3,,,,5,21,6,,1/9/2003,9,1,2003,1,0.58,97888529,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888531,6/27/2002,27,6,2002,N,11.5,7,,,,B#02287; C#4102,10,US,0,10/14/2002,10,2002,0,,2,,1,352,35.41667,,,931,-93.25,<CLOB>,,3,,,,5,21,6,,10/6/2002,6,10,2002,1,0.33,97888531,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888534,6/27/2002,27,6,2002,N,11.5,7,,,,B#02280; C#4002,10,US,0,10/7/2002,10,2002,0,,2,,1,352,35.41667,,,931,-93.25,<CLOB>,,3,,,,5,21,6,,10/5/2002,5,10,2002,1,1.33,97888534,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888538,6/27/2002,27,6,2002,E,9.4,7,,,,B#02288; C#4102,10,US,0,10/15/2002,10,2002,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,4,,,,5,21,6,,10/10/2002,10,10,2002,1,1.33,97888538,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97888539,6/27/2002,27,6,2002,E,9.4,7,,,,B#03009; C#0103,10,US,0,1/9/2003,1,2003,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,5,,,,5,21,6,,1/9/2003,9,1,2003,1,1.58,97888539,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888541,6/27/2002,27,6,2002,NW,22,7,,,,B#03033; C#0503,10,US,0,2/2/2003,2,2003,0,,2,,1,352,35.41667,,,933,-93.58333,<CLOB>,,3,,,,5,21,6,,1/31/2003,31,1,2003,1,1.58,97888541,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97888542,6/27/2002,27,6,2002,N,11.5,7,,,,B#02288; C#4102,10,US,0,10/15/2002,10,2002,0,,2,,1,352,35.41667,,,931,-93.25,<CLOB>,,5,,,,5,21,6,,10/11/2002,11,10,2002,1,1.33,97888542,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888544,6/27/2002,27,6,2002,N,11.5,7,,,,B#02287; C#4102,10,US,0,10/14/2002,10,2002,0,,2,,1,352,35.41667,,,931,-93.25,<CLOB>,,3,,,,5,21,6,,10/5/2002,5,10,2002,1,1.33,97888544,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888547,6/27/2002,27,6,2002,N,11.5,7,,Y,E,,10,US,115,9/6/2007,9,2007,0,,2,,1,352,35.41667,,,931,-93.25,<CLOB>,LONDON,3,,,CANADA GOOSE,5,21,61,,9/5/2007,5,9,2007,6,6.25,97888547,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888549,6/27/2002,27,6,2002,,0,7,,,,B#03278; C#4003,10,US,0,10/5/2003,10,2003,0,,2,,1,351,35.25,,,931,-93.25,<CLOB>,,3,,,,5,21,6,,10/4/2003,4,10,2003,2,2.33,97888549,,Y,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97888550,6/27/2002,27,6,2002,E,9.4,7,,,,B#02288; C#4102,10,US,0,10/15/2002,10,2002,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,4,,,,5,21,6,,10/10/2002,10,10,2002,1,1.33,97888550,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97889087,6/28/2002,28,6,2002,NW,22,7,,,,B#02280; C#4002,10,US,0,10/7/2002,10,2002,0,,2,,1,352,35.41667,,,933,-93.58333,<CLOB>,,5,,,,5,21,6,,10/6/2002,6,10,2002,1,1.33,97889087,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97889094,6/28/2002,28,6,2002,NE,14.9,7,,,,B#04011; C#0604,10,US,0,1/11/2004,1,2004,0,,2,,1,352,35.41667,,,930,-93.08333,<CLOB>,,3,,,,5,21,6,,12/28/2003,28,12,2003,2,2.5,97889094,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97889095,6/28/2002,28,6,2002,E,9.4,7,,,,B#02288; C#4102,10,US,0,10/15/2002,10,2002,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,3,,,,5,21,6,,10/14/2002,14,10,2002,1,1.33,97889095,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97889096,6/28/2002,28,6,2002,E,9.4,7,,,,B#03014; C#0303,10,US,0,1/14/2003,1,2003,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,3,,,,5,21,6,,1/11/2003,11,1,2003,1,1.58,97889096,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,5,1720,Canada Goose,97889098,6/28/2002,28,6,2002,,0,7,,,,B#04020; C#0304,10,US,0,1/20/2004,1,2004,0,,2,,1,351,35.25,,,931,-93.25,<CLOB>,,3,,,,5,21,6,,1/17/2004,17,1,2004,2,2.58,97889098,,Y,DB,
1,7,8,0,1,3,,10,0,2,2,,,,351,35.25,931,-93.25,,6569,,4,1720,Canada Goose,97889099,6/28/2002,28,6,2002,E,9.4,7,,,,B#02288; C#4102,10,US,0,10/15/2002,10,2002,0,,2,,1,351,35.25,,,930,-93.08333,<CLOB>,,5,,,,5,21,7,,10/12/2002,12,10,2002,1,1.33,97889099,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,934,-93.75,,6569,,4,1720,Canada Goose,97889103,6/19/2003,19,6,2003,,0,7,,,,B#06009; C#0206,10,US,0,1/14/2006,1,2006,0,,2,,29,352,35.41667,,,934,-93.75,<CLOB>,,7,,,,5,21,1,,12/17/2005,17,12,2005,3,2.5,97889103,,Y,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,934,-93.75,,6569,,4,1720,Canada Goose,97889123,6/19/2003,19,6,2003,,0,7,,,,B#03287; C#4103,10,US,0,10/14/2003,10,2003,0,,2,,1,352,35.41667,,,934,-93.75,<CLOB>,,3,,,,5,21,6,,10/12/2003,12,10,2003,1,0.33,97889123,,Y,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,934,-93.75,,6569,,5,1720,Canada Goose,97889124,6/19/2003,19,6,2003,E,9.4,7,,N,E,,10,US,71,8/31/2012,8,2012,0,71,2,,1,352,35.41667,,,933,-93.58333,<CLOB>,HARTMAN,5,,,CANADA GOOSE,5,21,7,,1/2/2012,2,1,2012,9,8.58,97889124,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,934,-93.75,,6569,,5,1720,Canada Goose,97889134,6/19/2003,19,6,2003,SW,44.1,7,,Y,E,,10,US,,2/5/2007,2,2007,0,,2,,1,350,35.08333,,,942,-94.41667,<CLOB>,FORT SMITH,3,,,CANADA GOOSE,5,21,61,,1/18/2007,18,1,2007,4,3.58,97889134,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,934,-93.75,,6569,,5,1720,Canada Goose,97889135,6/19/2003,19,6,2003,,0,7,,Y,E,,10,US,47,9/14/2009 12:51,9,2009,0,47,2,,1,352,35.41667,,,934,-93.75,<CLOB>,Ozark,5,,,CANADA GOOSE,5,21,62,,9/13/2009,13,9,2009,7,6.25,97889135,,Y,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,934,-93.75,,6569,,4,1720,Canada Goose,97889139,6/19/2003,19,6,2003,,0,7,,,,B#06009; C#0206,10,US,0,1/14/2006,1,2006,0,,2,,29,352,35.41667,,,934,-93.75,<CLOB>,,7,,,,5,21,1,,12/17/2005,17,12,2005,3,2.5,97889139,,Y,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,934,-93.75,,6569,,5,1720,Canada Goose,97889145,6/19/2003,19,6,2003,,0,7,,,,B#04032; C#0504,10,US,0,2/1/2004,2,2004,0,,2,,1,352,35.41667,,,934,-93.75,<CLOB>,,3,,,,5,21,6,,10/12/2003,12,10,2003,1,0.33,97889145,,Y,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,934,-93.75,,6569,,5,1720,Canada Goose,97889146,6/19/2003,19,6,2003,,0,7,,,,B#05002; C#5204,10,US,0,1/2/2005,1,2005,0,,2,,14,352,35.41667,,,934,-93.75,<CLOB>,,4,,,,5,22,7,,12/30/2004,30,12,2004,2,1.5,97889146,,Y,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,934,-93.75,,6569,,4,1720,Canada Goose,97889150,6/19/2003,19,6,2003,,0,7,,,,B#06009; C#0206,10,US,0,1/14/2006,1,2006,0,,2,,29,352,35.41667,,,934,-93.75,<CLOB>,,7,,,,5,21,1,,12/17/2005,17,12,2005,3,2.5,97889150,,Y,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,934,-93.75,,6569,,5,1720,Canada Goose,97889153,6/19/2003,19,6,2003,NW,53.9,7,,,,B#04306; C#4404,10,US,0,11/1/2004,11,2004,0,,2,,29,360,36.08333,,,941,-94.25,<CLOB>,,7,,,,5,21,1,,10/31/2004,31,10,2004,2,1.33,97889153,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,934,-93.75,,6569,,4,1720,Canada Goose,97889154,6/19/2003,19,6,2003,W,28.1,7,,,,B#05018; C#0205,10,US,0,1/18/2005,1,2005,0,,2,,1,352,35.41667,,,941,-94.25,<CLOB>,,3,,,,5,21,6,,1/15/2005,15,1,2005,2,1.58,97889154,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,934,-93.75,,6569,,5,1720,Canada Goose,97889157,6/19/2003,19,6,2003,S,11.5,7,,Y,E,,10,US,83,9/17/2008,9,2008,0,,2,,1,351,35.25,,,934,-93.75,<CLOB>,PARIS,5,,,CANADA GOOSE,5,21,61,,9/6/2008,6,9,2008,6,5.25,97889157,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,933,-93.58333,,6569,,4,1720,Canada Goose,97889180,6/19/2003,19,6,2003,E,9.4,7,,,,B#04021; C#0304,10,US,0,1/21/2004,1,2004,0,,2,,1,352,35.41667,,,932,-93.41667,<CLOB>,,3,,,,5,21,6,,1/17/2004,17,1,2004,1,0.58,97889180,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,933,-93.58333,,6569,,5,1720,Canada Goose,97889187,6/19/2003,19,6,2003,,0,7,,,,B#06012; C#0206,10,US,0,1/14/2006,1,2006,0,,2,,1,352,35.41667,,,933,-93.58333,<CLOB>,,5,,,,5,21,7,,10/8/2004,8,10,2004,2,2.33,97889187,,Y,DB,
1,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,933,-93.58333,,6569,,5,1720,Canada Goose,97889191,6/19/2003,19,6,2003,N,11.5,7,,Y,E,,10,US,71,9/19/2009,9,2009,0,71,2,,1,353,35.58333,,,933,-93.58333,<CLOB>,CLARKSVILLE,5,,,CANADA GOOSE,5,21,61,,9/13/2009,13,9,2009,7,7.25,97889191,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,933,-93.58333,,6569,,4,1720,Canada Goose,97889192,6/19/2003,19,6,2003,E,9.4,7,,,,B#04020; C#0304,10,US,0,1/20/2004,1,2004,0,,2,,1,352,35.41667,,,932,-93.41667,<CLOB>,,3,,,,5,21,6,,1/17/2004,17,1,2004,1,1.58,97889192,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,933,-93.58333,,6569,,4,1720,Canada Goose,97889193,6/19/2003,19,6,2003,E,9.4,7,,,,B#06032; C#0506,10,US,0,2/4/2006,2,2006,0,,2,,1,352,35.41667,,,932,-93.41667,<CLOB>,,3,,,,5,21,6,,1/31/2006,31,1,2006,3,3.58,97889193,,N,DB,
1,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,933,-93.58333,,6569,,5,1720,Canada Goose,97889195,6/19/2003,19,6,2003,E,9.4,7,,,,B#04011; C#0204,10,US,0,1/11/2004,1,2004,0,,2,,1,352,35.41667,,,932,-93.41667,<CLOB>,,3,,,,5,21,6,,12/28/2003,28,12,2003,1,1.5,97889195,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,932,-93.41667,,6569,,5,1720,Canada Goose,97889197,6/19/2003,19,6,2003,N,11.5,7,,9,E,B#03279; C#4003,10,US,0,10/6/2003,10,2003,0,,2,,1,353,35.58333,,,932,-93.41667,<CLOB>,,3,,,,5,21,6,,10/5/2003,5,10,2003,1,0.33,97889197,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,932,-93.41667,,6569,,4,1720,Canada Goose,97889198,6/19/2003,19,6,2003,NE,14.8,7,,,,B#03294; C#4203,10,US,0,10/21/2003,10,2003,0,,2,,1,353,35.58333,,,931,-93.25,<CLOB>,,5,,,,5,21,6,,10/6/2003,6,10,2003,1,0.33,97889198,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,932,-93.41667,,6569,,5,1720,Canada Goose,97889199,6/19/2003,19,6,2003,NE,14.8,7,,,,B#03331; C#4703,10,US,0,11/27/2003,11,2003,0,,2,,1,353,35.58333,,,931,-93.25,<CLOB>,,3,,,,5,21,6,,10/12/2003,12,10,2003,1,0.33,97889199,,N,DB,
4,7,8,0,1,3,,10,0,2,2,,,,352,35.41667,932,-93.41667,,6569,,4,1720,Canada Goose,97889200,6/19/2003,19,6,2003,NE,14.8,7,,,,B#03331; C#4703,10,US,0,11/27/2003,11,2003,0,,2,,1,353,35.58333,,,931,-93.25,<CLOB>,,3,,,,5,21,6,,10/12/2003,12,10,2003,1,0.33,97889200,,N,DB,
