add_info,b_age,b_coord_prec,b_day,b_dir,b_flyway,b_lat,b_long,b_month,b_region,b_year,band,band_type,current_band_type,b_lat_gis,b_long_gis,r_lat_gis,r_long_gis,how_obt,season_surv,permit,pres_cod,r_coord_pres,r_create_month,r_create_year,r_day,r_dir,r_flyway,r_lat,r_long,r_month,r_region,r_year,replaced_band_code,band,spp_num,status,who,why,age,b_month,b_state,live_dead,flyway,r_month,r_region,r_state,sex,species
0,1,10,29,0,2,352,941,6,7,2005,100888136,1,1,35.41667,-94.25,35.41667,-94.41667,1,1,6569,3,10,6,2006,99,0,2,352,942,1,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,10,28,0,2,351,932,6,7,2005,100888869,1,1,35.25,-93.41667,35.41667,-93.41667,1,1,6569,3,10,2,2006,4,0,2,352,932,2,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,February,AR,Arkansas,Female,CAGO
0,1,10,27,0,2,345,924,6,7,2005,100888345,1,1,34.91667,-92.75,35.08333,-92.75,0,1,6569,3,10,1,2006,16,0,2,350,924,1,7,2006,0,Original,1720,3,21,6,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,10,29,0,2,352,941,6,7,2005,100888142,1,1,35.41667,-94.25,35.41667,-94.41667,1,1,6569,3,10,1,2006,14,0,2,352,942,1,7,2006,0,Original,1720,3,21,6,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,10,27,0,2,345,924,6,7,2005,100888355,1,1,34.91667,-92.75,35.08333,-92.75,1,1,6569,3,10,10,2005,2,0,2,350,924,10,7,2005,0,Original,1720,3,21,6,AfterHatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Male,CAGO
0,1,10,29,0,2,351,942,6,7,2005,100888110,1,1,35.25,-94.41667,35.41667,-94.41667,1,1,6569,3,10,10,2005,8,0,2,352,942,10,7,2005,0,Original,1720,3,21,6,AfterHatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Male,CAGO
0,1,10,28,0,2,351,932,6,7,2005,100888867,1,1,35.25,-93.41667,35.41667,-93.58333,1,1,6569,3,10,1,2006,14,0,2,352,933,1,7,2006,0,Original,1720,3,21,6,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,10,27,0,2,351,931,6,7,2005,100888630,1,1,35.25,-93.25,35.41667,-93.41667,1,1,6569,3,10,10,2005,9,0,2,352,932,10,7,2005,0,Original,1720,3,21,6,AfterHatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Male,CAGO
0,1,10,27,0,2,351,931,6,7,2005,100888413,1,1,35.25,-93.25,35.25,-93.08333,1,1,6569,3,10,2,2006,3,0,2,351,930,2,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,February,AR,Arkansas,Female,CAGO
0,1,10,27,0,2,351,931,6,7,2005,100888672,1,1,35.25,-93.25,35.25,-93.08333,1,1,6569,3,10,2,2006,5,0,2,351,930,2,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,February,AR,Arkansas,Male,CAGO
0,1,10,27,0,2,351,931,6,7,2005,100888606,1,1,35.25,-93.25,35.25,-93.08333,1,1,6569,3,10,10,2005,2,0,2,351,930,10,7,2005,0,Original,1720,3,21,6,AfterHatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Male,CAGO
0,1,10,27,0,2,345,924,6,7,2005,100888347,1,1,34.91667,-92.75,35.08333,-92.75,1,1,6569,3,10,10,2005,5,0,2,350,924,10,7,2005,0,Original,1720,3,21,6,AfterHatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Female,CAGO
0,1,10,28,0,2,351,932,6,7,2005,100888882,1,1,35.25,-93.41667,35.41667,-93.58333,1,1,6569,3,10,1,2006,14,0,2,352,933,1,7,2006,0,Original,1720,3,21,6,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,10,27,0,2,345,924,6,7,2005,100888327,1,1,34.91667,-92.75,35.08333,-92.75,1,1,6569,3,10,2,2006,29,0,2,350,924,1,7,2006,0,Original,1720,3,21,6,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,10,28,0,2,351,935,6,7,2005,100888053,1,1,35.25,-93.91667,35.25,-93.25,1,1,6569,3,10,10,2005,9,0,2,351,931,10,7,2005,0,Original,1720,3,21,6,AfterHatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Female,CAGO
0,1,10,29,0,2,352,941,6,7,2005,100888139,1,1,35.41667,-94.25,35.41667,-94.41667,1,1,6569,3,10,6,2006,99,0,2,352,942,1,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,10,28,0,2,351,931,6,7,2005,98849582,1,1,35.25,-93.25,35.08333,-93.41667,1,1,6569,5,10,2,2006,29,0,2,350,932,1,7,2006,0,Original,1720,3,21,7,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,10,27,0,2,345,924,6,7,2005,100888341,1,1,34.91667,-92.75,35.08333,-92.75,1,1,6569,3,10,2,2006,29,0,2,350,924,1,7,2006,0,Original,1720,3,21,6,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,10,27,0,2,345,924,6,7,2005,100888839,1,1,34.91667,-92.75,35.08333,-92.75,1,1,6569,3,10,1,2006,15,0,2,350,924,1,7,2006,0,Original,1720,3,21,6,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,352,934,6,7,2006,102875756,1,1,35.47639,-93.82083,35.41667,-93.75,1,1,6569,3,10,1,2007,26,0,2,352,934,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875495,1,1,35.19167,-92.725,35.08333,-92.75,1,1,6569,3,10,1,2007,19,0,2,350,924,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875957,1,1,35.285,-93.20333,35.25,-92.91667,1,1,6569,5,10,1,2007,25,0,2,351,925,1,7,2007,0,Original,1720,3,21,7,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875215,1,1,35.14167,-92.425,35.25,-92.58333,1,1,6569,3,10,1,2007,23,0,2,351,923,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875104,1,1,35.14167,-92.425,35.25,-92.58333,1,1,6569,3,10,1,2007,28,0,2,351,923,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875473,1,1,35.19167,-92.725,35.08333,-92.58333,1,1,6569,3,10,1,2007,20,0,2,350,923,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875189,1,1,35.14167,-92.425,35.08333,-92.41667,1,1,6569,3,10,10,2006,30,0,2,350,922,9,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,September,AR,Arkansas,Male,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875977,1,1,35.285,-93.20333,34.58333,-94.25,1,1,6569,3,10,9,2006,30,0,2,343,941,9,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,September,AR,Arkansas,Female,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875541,1,1,35.19167,-92.725,35.08333,-92.75,1,1,6569,3,10,2,2007,3,0,2,350,924,2,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,February,AR,Arkansas,Male,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875049,1,1,35.14167,-92.425,35.08333,-92.41667,1,1,6569,3,10,10,2006,30,0,2,350,922,9,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,September,AR,Arkansas,Male,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875249,1,1,35.14167,-92.425,35.25,-92.41667,1,1,6569,3,10,1,2007,28,0,2,351,922,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875900,1,1,35.285,-93.20333,35.25,-93.25,1,1,6569,3,10,10,2006,5,0,2,351,931,10,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Male,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875897,1,1,35.285,-93.20333,34.91667,-93.58333,1,1,6569,3,10,1,2007,28,0,2,345,933,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875029,1,1,35.14167,-92.425,35.08333,-92.41667,1,1,6569,3,10,3,2007,99,0,2,350,922,10,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Male,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875817,1,1,35.29611,-93.27333,34.91667,-93.41667,1,1,6569,3,10,1,2007,13,0,2,345,932,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875149,1,1,35.14167,-92.425,35.08333,-92.58333,1,1,6569,5,10,1,2007,29,0,2,350,923,1,7,2007,0,Original,1720,3,21,7,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,26,0,2,352,934,6,7,2006,102875760,1,1,35.47639,-93.82083,35.41667,-93.75,1,1,6569,3,10,1,2007,13,0,2,352,934,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875830,1,1,35.29611,-93.27333,35.25,-93.41667,1,1,6569,3,10,2,2007,27,0,2,351,932,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875522,1,1,35.19167,-92.725,35.25,-92.75,1,1,6569,3,10,1,2007,19,0,2,351,924,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875858,1,1,35.285,-93.20333,35.41667,-92.75,1,1,6569,3,10,1,2007,27,0,2,352,924,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875789,1,1,35.29611,-93.27333,35.41667,-93.91667,1,1,6569,3,10,11,2006,29,0,2,352,935,10,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Female,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875459,1,1,35.19167,-92.725,35.25,-92.75,1,1,6569,3,10,1,2007,31,0,2,351,924,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,352,934,6,7,2006,102875642,1,1,35.48667,-93.82111,35.58333,-93.41667,1,1,6569,3,10,1,2007,13,0,2,353,932,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875932,1,1,35.285,-93.20333,35.41667,-90.25,1,1,6569,5,10,1,2007,22,0,2,352,901,1,7,2007,0,Original,1720,3,21,7,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875143,1,1,35.14167,-92.425,35.41667,-92.41667,1,1,6569,3,10,2,2007,21,0,2,352,922,2,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,February,AR,Arkansas,Female,CAGO
0,1,0,20,0,2,345,924,6,7,2006,102875370,1,1,34.98556,-92.78222,34.41667,-92.58333,1,1,6569,3,10,1,2007,20,0,2,342,923,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875226,1,1,35.14167,-92.425,35.08333,-92.41667,1,1,6569,5,10,10,2006,30,0,2,350,922,9,7,2006,0,Original,1720,3,21,7,AfterHatchYear,June,Arkansas,dead,Mississippi,September,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875825,1,1,35.29611,-93.27333,35.41667,-94.08333,1,1,6569,3,10,1,2007,29,0,2,352,940,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,26,0,2,352,934,6,7,2006,102875714,1,1,35.47639,-93.82083,35.41667,-93.75,1,1,6569,3,10,1,2007,21,0,2,352,934,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875157,1,1,35.14167,-92.425,35.08333,-92.41667,1,1,6569,3,10,1,2007,28,0,2,350,922,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875020,1,1,35.14167,-92.425,35.08333,-92.41667,1,1,6569,3,10,9,2006,30,0,2,350,922,9,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,September,AR,Arkansas,Male,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875409,1,1,35.19167,-92.725,35.25,-92.58333,1,1,6569,3,10,1,2007,20,0,2,351,923,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875929,1,1,35.285,-93.20333,35.25,-93.08333,1,1,6569,5,10,2,2007,21,0,2,351,930,1,7,2007,0,Original,1720,3,21,7,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875513,1,1,35.19167,-92.725,35.25,-92.75,1,1,6569,3,10,1,2007,19,0,2,351,924,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875481,1,1,35.19167,-92.725,35.08333,-91.91667,1,1,6569,3,10,2,2007,4,0,2,350,915,2,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,February,AR,Arkansas,Male,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875559,1,1,35.19167,-92.725,35.08333,-92.58333,1,1,6569,3,10,1,2007,20,0,2,350,923,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875024,1,1,35.14167,-92.425,35.08333,-92.41667,1,1,6569,3,10,12,2006,99,0,2,350,922,10,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Female,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875397,1,1,35.19167,-92.725,35.08333,-92.75,1,1,6569,3,10,1,2007,14,0,2,350,924,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875480,1,1,35.19167,-92.725,35.08333,-92.75,1,1,6569,3,10,2,2007,4,0,2,350,924,2,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,February,AR,Arkansas,Female,CAGO
0,4,0,19,0,2,350,922,6,7,2006,102875243,1,1,35.13722,-92.42806,35.08333,-92.41667,1,1,6569,5,10,10,2006,30,0,2,350,922,9,7,2006,0,Original,1720,3,21,7,Local,June,Arkansas,dead,Mississippi,September,AR,Arkansas,Male,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875102,1,1,35.14167,-92.425,35.08333,-92.58333,1,1,6569,3,10,1,2007,20,0,2,350,923,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875135,1,1,35.14167,-92.425,35.08333,-92.41667,1,1,6569,5,10,10,2006,30,0,2,350,922,9,7,2006,0,Original,1720,3,21,7,AfterHatchYear,June,Arkansas,dead,Mississippi,September,AR,Arkansas,Male,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875118,1,1,35.14167,-92.425,34.75,-92.25,1,1,6569,5,10,1,2007,13,0,2,344,921,1,7,2007,0,Original,1720,3,21,7,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875193,1,1,35.14167,-92.425,34.91667,-91.91667,1,1,6569,3,10,1,2007,20,0,2,345,915,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875510,1,1,35.19167,-92.725,35.25,-92.75,1,1,6569,3,10,1,2007,22,0,2,351,924,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,20,0,2,345,924,6,7,2006,102875347,1,1,34.98556,-92.78222,35.08333,-92.75,1,1,6569,3,10,2,2007,4,0,2,350,924,2,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,February,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,352,934,6,7,2006,102875611,1,1,35.48667,-93.82111,35.41667,-93.75,1,1,6569,5,10,1,2007,17,0,2,352,934,1,7,2007,0,Original,1720,3,21,7,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875054,1,1,35.14167,-92.425,35.08333,-92.75,1,1,6569,5,10,1,2007,18,0,2,350,924,1,7,2007,0,Original,1720,3,21,7,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,26,0,2,352,934,6,7,2006,102875758,1,1,35.47639,-93.82083,35.41667,-93.91667,1,1,6569,3,10,1,2007,13,0,2,352,935,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875418,1,1,35.19167,-92.725,35.08333,-92.58333,1,1,6569,3,10,2,2007,4,0,2,350,923,2,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,February,AR,Arkansas,Female,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875126,1,1,35.14167,-92.425,35.08333,-92.41667,1,1,6569,3,10,10,2006,30,0,2,350,922,9,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,September,AR,Arkansas,Female,CAGO
0,1,0,20,0,2,345,924,6,7,2006,102875368,1,1,34.98556,-92.78222,35.08333,-92.75,1,1,6569,3,10,4,2007,99,0,2,350,924,12,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,December,AR,Arkansas,Female,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875454,1,1,35.19167,-92.725,35.08333,-92.75,1,1,6569,3,10,1,2007,29,0,2,350,924,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,20,0,2,345,924,6,7,2006,102875365,1,1,34.98556,-92.78222,35.08333,-92.75,1,1,6569,3,10,1,2007,13,0,2,350,924,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875890,1,1,35.285,-93.20333,35.25,-92.91667,1,1,6569,3,10,10,2006,1,0,2,351,925,10,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875973,1,1,35.285,-93.20333,35.25,-93.08333,1,1,6569,3,10,1,2007,31,0,2,351,930,1,7,2007,0,Original,1720,3,21,62,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875477,1,1,35.19167,-92.725,35.08333,-92.41667,1,1,6569,3,10,2,2007,3,0,2,350,922,2,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,February,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,352,934,6,7,2006,102875676,1,1,35.48667,-93.82111,35.58333,-93.75,1,1,6569,3,10,3,2007,27,0,2,353,934,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,19,0,2,350,922,6,7,2006,96897861,1,1,35.14167,-92.425,35.25,-92.75,1,1,6569,3,10,2,2007,4,0,2,351,924,2,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,February,AR,Arkansas,Male,CAGO
0,1,0,20,0,2,345,924,6,7,2006,102875373,1,1,34.98556,-92.78222,35.91667,-91.58333,1,1,6569,3,10,1,2007,13,0,2,355,913,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,26,0,2,352,934,6,7,2006,102875598,1,1,35.48667,-93.82111,35.41667,-93.75,0,1,6569,3,10,4,2007,16,0,2,352,934,3,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,March,AR,Arkansas,Male,CAGO
0,2,0,19,0,2,350,922,6,7,2006,96897853,1,1,35.13722,-92.42806,35.08333,-92.41667,1,1,6569,3,10,10,2006,8,0,2,350,922,10,7,2006,0,Original,1720,3,21,61,HatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875950,1,1,35.285,-93.20333,34.91667,-93.58333,1,1,6569,3,10,1,2007,20,0,2,345,933,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875088,1,1,35.14167,-92.425,35.08333,-92.41667,1,1,6569,3,10,9,2006,30,0,2,350,922,9,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,September,AR,Arkansas,Male,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875230,1,1,35.14167,-92.425,35.25,-92.58333,1,1,6569,3,10,1,2007,28,0,2,351,923,1,7,2007,0,Original,1720,3,22,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875119,1,1,35.14167,-92.425,35.25,-92.58333,1,1,6569,3,10,10,2006,8,0,2,351,923,10,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,352,934,6,7,2006,102875640,1,1,35.48667,-93.82111,35.58333,-93.75,1,1,6569,5,10,10,2006,30,0,2,353,934,9,7,2006,0,Original,1720,3,21,7,AfterHatchYear,June,Arkansas,dead,Mississippi,September,AR,Arkansas,Male,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875978,1,1,35.285,-93.20333,35.25,-92.91667,1,1,6569,3,10,2,2007,30,0,2,351,925,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,19,0,2,350,922,6,7,2006,102875169,1,1,35.14167,-92.425,35.08333,-92.41667,1,1,6569,3,10,10,2006,30,0,2,350,922,9,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,September,AR,Arkansas,Female,CAGO
0,1,0,20,0,2,345,924,6,7,2006,102875308,1,1,34.98556,-92.78222,35.08333,-92.91667,1,1,6569,3,10,1,2007,21,0,2,350,925,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875967,1,1,35.285,-93.20333,35.08333,-93.08333,1,1,6569,3,10,10,2006,1,0,2,350,930,10,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Male,CAGO
0,1,0,26,0,2,352,934,6,7,2006,102875710,1,1,35.47639,-93.82083,35.41667,-93.41667,1,1,6569,5,10,10,2006,30,0,2,352,932,9,7,2006,0,Original,1720,3,21,7,AfterHatchYear,June,Arkansas,dead,Mississippi,September,AR,Arkansas,Female,CAGO
0,1,0,26,0,2,351,931,6,7,2006,102875939,1,1,35.285,-93.20333,35.25,-93.25,1,1,6569,3,10,10,2006,1,0,2,351,931,10,7,2006,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Male,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875401,1,1,35.19167,-92.725,35.25,-92.75,1,1,6569,3,10,1,2007,22,0,2,351,924,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,20,0,2,351,924,6,7,2006,102875556,1,1,35.19167,-92.725,35.08333,-92.75,1,1,6569,3,10,1,2007,13,0,2,350,924,1,7,2007,0,Original,1720,3,21,61,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Female,CAGO
0,1,0,19,0,2,350,922,6,7,2006,96897845,1,1,35.14167,-92.425,35.08333,-92.58333,1,1,6569,5,10,1,2007,21,0,2,350,923,1,7,2007,0,Original,1720,3,21,7,AfterHatchYear,June,Arkansas,dead,Mississippi,January,AR,Arkansas,Male,CAGO
0,1,0,19,0,2,350,922,6,7,2006,96897883,1,1,35.14167,-92.425,35.08333,-92.41667,1,1,6569,5,10,10,2006,7,0,2,350,922,10,7,2006,0,Original,1720,3,21,7,AfterHatchYear,June,Arkansas,dead,Mississippi,October,AR,Arkansas,Female,CAGO
