"band_id","b_age_code","b_sex_code","banding_day","banding_month","banding_year","state","encounter_day","encounter_month","encounter_year","e_present_condition_code","l_d"
103881075,4,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881082,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881091,4,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881095,4,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881097,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881099,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881101,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881106,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881113,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881114,4,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881115,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881116,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881120,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881121,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881125,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881126,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881128,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881129,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881137,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881139,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881141,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881142,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881143,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881145,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881146,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881148,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881150,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881155,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881156,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
102875008,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875012,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875013,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875014,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875016,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875018,4,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875020,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875021,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875022,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875023,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875026,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875027,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875029,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875033,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875036,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875038,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875039,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875040,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875041,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875043,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875047,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875048,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875049,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875050,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875052,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875056,4,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875058,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875059,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875071,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875073,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875075,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875081,4,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875083,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875085,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875089,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875090,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875093,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875094,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875095,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875101,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875102,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875104,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875107,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875110,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875119,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875128,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875132,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875135,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875136,4,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875137,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875138,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875154,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875155,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875156,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875157,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875158,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875161,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875164,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875165,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875172,4,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875176,4,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875182,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875185,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875188,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875200,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875208,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875211,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875214,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875216,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875217,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875222,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875226,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875228,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875232,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875236,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875245,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875246,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875255,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875258,4,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875265,1,4,19,6,2006,"AR",NA,NA,NA,7,"alive"
102875271,1,5,19,6,2006,"AR",NA,NA,NA,7,"alive"
107822311,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822315,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822316,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822317,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822320,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822323,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822324,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822325,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822326,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822327,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822333,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822334,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822340,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822341,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822343,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822344,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822347,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822348,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822358,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822368,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822354,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822364,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822369,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822373,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
107822374,0,0,99,7,2010,"AR",NA,NA,NA,7,"alive"
113842368,1,4,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842369,1,5,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842379,1,4,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842380,1,5,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842384,1,4,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842385,1,4,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842389,1,4,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842390,1,4,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842396,1,4,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842399,1,5,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842409,1,5,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842414,1,4,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842415,1,5,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842419,1,5,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842421,1,5,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842422,4,4,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842435,1,5,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842436,1,4,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842438,1,5,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842442,1,5,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842448,1,4,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842450,1,4,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842451,1,4,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842454,1,5,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842458,1,5,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842462,1,5,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842469,1,4,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842472,1,5,28,6,2011,"AR",NA,NA,NA,7,"alive"
113842476,1,4,28,6,2011,"AR",NA,NA,NA,7,"alive"
114889968,1,5,27,6,2013,"AR",NA,NA,NA,7,"alive"
114889969,1,4,27,6,2013,"AR",NA,NA,NA,7,"alive"
114889970,1,4,27,6,2013,"AR",NA,NA,NA,7,"alive"
114889975,1,4,27,6,2013,"AR",NA,NA,NA,7,"alive"
114889978,1,4,27,6,2013,"AR",NA,NA,NA,7,"alive"
114889980,1,4,27,6,2013,"AR",NA,NA,NA,7,"alive"
114889984,1,4,27,6,2013,"AR",NA,NA,NA,7,"alive"
114889986,1,4,27,6,2013,"AR",NA,NA,NA,7,"alive"
114889992,1,4,27,6,2013,"AR",NA,NA,NA,7,"alive"
114889995,1,4,27,6,2013,"AR",NA,NA,NA,7,"alive"
114889996,1,4,27,6,2013,"AR",NA,NA,NA,7,"alive"
114889997,1,5,27,6,2013,"AR",NA,NA,NA,7,"alive"
114890001,1,4,27,6,2013,"AR",NA,NA,NA,7,"alive"
114890004,1,5,27,6,2013,"AR",NA,NA,NA,7,"alive"
114890008,1,4,27,6,2013,"AR",NA,NA,NA,7,"alive"
114890010,1,4,27,6,2013,"AR",NA,NA,NA,7,"alive"
114890014,1,5,27,6,2013,"AR",NA,NA,NA,7,"alive"
114824494,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824500,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824502,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824507,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824508,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824511,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824514,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824520,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824522,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824525,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824526,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824527,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824530,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824532,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824537,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824538,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824542,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824547,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824550,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824556,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824557,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824559,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824569,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824570,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824571,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824573,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824575,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824576,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824577,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824581,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824582,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824587,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824591,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824595,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824596,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824597,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824600,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824601,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824602,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824605,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824608,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824612,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824618,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824623,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824624,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824627,4,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824628,4,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824629,4,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824630,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824635,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824637,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824641,4,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824645,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824648,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824649,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824655,4,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824657,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824658,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824659,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824663,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824667,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824672,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824679,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824680,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824681,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824686,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824697,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824698,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824700,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824704,1,5,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824705,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824709,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824715,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824718,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
114824720,1,4,28,6,2012,"AR",NA,NA,NA,7,"alive"
104898111,4,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898113,1,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898116,4,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898123,4,4,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898133,1,4,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898134,1,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898137,1,4,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898139,1,4,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898141,1,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898142,1,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898150,1,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898152,1,4,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898159,1,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898163,1,4,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898165,1,4,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898166,1,4,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898169,1,4,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898173,1,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898181,1,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898189,1,4,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898193,1,4,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898195,1,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898196,1,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898112,4,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898160,4,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898162,4,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898167,4,4,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898172,4,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
104898192,4,5,25,6,2008,"AR",NA,NA,NA,7,"alive"
107821530,2,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821531,4,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821532,2,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821540,4,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821543,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821548,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821552,4,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821556,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821560,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821561,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821566,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821567,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821568,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821569,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821576,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821578,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821579,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821585,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821588,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821591,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821597,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821601,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821603,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821605,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821607,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821608,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821609,2,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821615,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821616,2,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821617,4,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821621,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821624,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821629,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821630,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821635,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821636,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821640,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821642,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821647,1,5,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821648,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
107821652,1,4,30,6,2010,"AR",NA,NA,NA,7,"alive"
116809753,1,5,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809756,1,5,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809758,1,5,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809760,1,5,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809768,1,5,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809770,1,5,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809775,1,4,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809788,1,5,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809790,1,5,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809792,1,4,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809741,1,4,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809743,1,4,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809752,1,5,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809745,1,5,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809762,1,5,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809767,1,5,2,7,2014,"AR",NA,NA,NA,7,"alive"
116809780,1,5,2,7,2014,"AR",NA,NA,NA,7,"alive"
103881254,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881257,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881268,4,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881271,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881273,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881331,4,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881332,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881334,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881335,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881340,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881342,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881346,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881350,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881351,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881355,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881360,4,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881362,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881276,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881282,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881284,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881286,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881287,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881293,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881294,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881296,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881298,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881303,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881305,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881306,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881307,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881309,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881312,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881313,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881315,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881318,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881319,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881322,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881324,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881327,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881328,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881329,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881330,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881363,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881367,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881370,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881371,1,4,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881372,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881375,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
103881378,1,5,27,6,2007,"AR",NA,NA,NA,7,"alive"
102875391,1,4,20,6,2006,"AR",NA,NA,NA,7,"alive"
102875393,1,5,20,6,2006,"AR",NA,NA,NA,7,"alive"
102875395,1,4,20,6,2006,"AR",NA,NA,NA,7,"alive"
102875404,1,4,20,6,2006,"AR",NA,NA,NA,7,"alive"
102875406,1,5,20,6,2006,"AR",NA,NA,NA,7,"alive"
102875411,1,4,20,6,2006,"AR",NA,NA,NA,7,"alive"
